ENG_utterances,HIN_utterances,politeness,sentiment
MY NAME CHRIS AND MY PASSWORD HGWDEfh, मेरा नाम क्रिस और मेरा पासवर्ड HGWDEfh,2,0
james., जेम्स,0,0
"Thank you for sharing your details. I've looked into your account, I could see that you've not upgraded your app since long time and it has been locked. I have unlocked it and upgraded to the latest version and also turned on the auto update option over WI-FI. "," अपना विवरण साझा करने के लिए धन्यवाद। मैंने आपके खाते में देखा है, मैं देख सकता हूं कि आपने लंबे समय से अपना ऐप अपग्रेड नहीं किया है और इसे लॉक कर दिया गया है। मैंने इसे अनलॉक कर दिया है और नवीनतम संस्करण में अपग्रेड कर दिया है और वाई-फाई पर ऑटो अपडेट विकल्प भी चालू कर दिया है।",3,1
PSR-E463, PSR-E463,0,0
any new electrical equipment for company, कंपनी के लिए कोई नया विद्युत उपकरण,0,0
Slowing error and some technical difficulties.,धीमी त्रुटि और कुछ तकनीकी कठिनाइयाँ।,0,1
"Perfect! Thank you for the response. Please allow me a moment, while I get this done for you."," उत्तम! जवाब देने के लिए धन्यवाद। कृपया मुझे एक क्षण की अनुमति दें, जबकि मैं यह आपके लिए करवाता हूं।",3,2
Are we connected?, क्या हम जुड़े हुए हैं?,0,0
"Wonderful! Thank you for reaching out to us, we are always here to help you. Have a nice day!"," अद्भुत! हमसे संपर्क करने के लिए धन्यवाद, हम आपकी मदद के लिए हमेशा मौजूद हैं। आपका दिन शुभ हो!",3,2
YES..., हां...,2,2
"Hello! You've reached Blue Fire finance department, how may I help you today?"," नमस्ते! आप ब्लू फायर फाइनेंस विभाग में पहुंच गए हैं, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
PSR-E463, PSR-E463,0,0
OK, ठीक है,2,0
"I was glad to help you today! Thanks for having a live chat. Good day!
", मुझे आज आपकी मदद करने में खुशी हुई! लाइव चैट करने के लिए धन्यवाद। अच्छा दिन!,3,2
Pleasure is mine., मेरा सौभाग्य है।,2,2
I appreciate your patience! I've updated your software and also enabled automatic updates for you. I'm positive that your application may be working fine now., मैं आपके धैर्य की सराहना करता हूँ! मैंने आपके सॉफ़्टवेयर को अपडेट कर दिया है और आपके लिए स्वचालित अपडेट भी सक्षम कर दिया है। मुझे विश्वास है कि आपका आवेदन अब ठीक काम कर रहा है।,3,2
Hi there! This is your Manufacturer connected. How may I help you today?, नमस्ते! यह आपका निर्माता जुड़ा हुआ है। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
"Nothing else, thank "," और कुछ नहीं, धन्यवाद",3,0
please check that problem, कृपया उस समस्या की जाँच करें,3,0
17 qty, 17 मात्रा,0,0
okey, शाबाशी,2,0
"Thank you for choosing Blue Stone for you service, I'll surely help you with this. Could you please help me with your name and password? "," आपकी सेवा के लिए ब्लू स्टोन चुनने के लिए धन्यवाद, मैं निश्चित रूप से इसमें आपकी मदद करूंगा। क्या आप कृपया अपने नाम और पासवर्ड के साथ मेरी मदद कर सकते हैं?",3,2
Thanks for staying connected. I've upgraded the app to its latest version for you. Could you please check if your application is working now?,जुड़े रहने के लिए धन्यवाद। मैंने आपके लिए ऐप को इसके नवीनतम संस्करण में अपग्रेड कर दिया है। क्या आप कृपया जांच सकते हैं कि आपका आवेदन अभी काम कर रहा है या नहीं?,3,2
thiya and sa563a, थिया और sa563a,2,0
Hi, नमस्ते,2,0
"I'm sorry. I'll do my vest to resolve the issue. For that, I'll require you to elaborate the issue for you."," मुझे माफ़ करें। मैं इस मुद्दे को हल करने के लिए अपनी बनियान पहनूंगा। उसके लिए, मैं चाहता हूँ कि आप अपने लिए इस मुद्दे को विस्तृत करें।",3,1
100USD, 100 अमरीकी डालर,0,0
Hello! Welcome to the Finance Department of Global Media Enterprises. How may I assist you for today?, नमस्ते! ग्लोबल मीडिया एंटरप्राइजेज के वित्त विभाग में आपका स्वागत है। मैं आज के लिए आपकी कैसे सहायता कर सकता हूँ?,3,0
"I'm glad to hear that, is there anything else I may help you with?"," मुझे यह सुनकर खुशी हुई, क्या मैं आपकी कुछ और मदद कर सकता हूं?",3,2
yes sir, जी श्रीमान,1,0
my skype application currently problem, मेरा स्काइप एप्लिकेशन वर्तमान में समस्या है,2,1
"no that,s all ... thanks for your support "," नहीं, बस इतना ही ... आपके समर्थन के लिए धन्यवाद",3,2
HELLO ROBIN, हैलो रॉबिन,3,0
"I see that the expenses are above $1000, could you please let me know the name of the manager who has approved the transaction?
"," मैं देखता हूं कि खर्च $1000 से ऊपर हैं, क्या आप कृपया मुझे उस प्रबंधक का नाम बता सकते हैं जिसने लेनदेन को मंजूरी दी है?",3,0
"i ant new Musical instruments
", मैं नए संगीत वाद्ययंत्रों को पसंद करता हूं,1,0
"Sure, David. Glad to meet you. could you share the total amount of expenses you've incurred?"," ज़रूर, डेविड। आपसे मिलकर खुशी हुई। क्या आप अपने द्वारा किए गए खर्चों की कुल राशि साझा कर सकते हैं?",3,0
NO THANKS," जी नहीं, धन्यवाद",3,1
"Thank you for reaching out to us, please feel free to reach out to us for further concerns. Have a great day ahead!","हमसे संपर्क करने के लिए धन्यवाद, कृपया आगे की चिंताओं के लिए हमसे बेझिझक संपर्क करें। आगे एक महान दिन हो!",3,2
yes, हां,2,0
"I'll be glad to assist you further, could you please let me know your name and the password?"," मुझे आपकी और सहायता करने में खुशी होगी, क्या आप कृपया मुझे अपना नाम और पासवर्ड बता सकते हैं?",3,0
Good morning! You've reached Blue Stone customer support for Finance department. How may I assist you today?, सुबह बख़ैर! आप वित्त विभाग के लिए ब्लू स्टोन ग्राहक सहायता तक पहुँच चुके हैं। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
"That's all, thanks."," बस इतना ही, धन्यवाद.",3,0
Awesome! Could you help me with the name of your company as well?, बहुत बढ़िया! क्या आप अपनी कंपनी के नाम के साथ भी मेरी मदद कर सकते हैं?,3,2
OK, ठीक है,2,0
ok, ठीक है,2,0
CAROLS 564145, कैरोल्स 564145,0,0
Alright! I'd request you to please help me with the breakdown amount of each item were the amount was spent and also the receipt tp be attached as the expense is above $100., ठीक है! मैं आपसे अनुरोध करता हूं कि कृपया मुझे प्रत्येक आइटम की ब्रेकडाउन राशि में मदद करने के लिए राशि खर्च की गई थी और रसीद टीपी भी संलग्न की गई थी क्योंकि खर्च $ 100 से ऊपर है।,3,0
yes, हां,2,0
Oh okay! I'd like to inform you that you're facing issues as you're using the 2.0 version and I kindly request you to update the Outlook application to 2.02 version to solve the issue., ओह ठीक है! मैं आपको सूचित करना चाहता हूं कि आप 2.0 संस्करण का उपयोग करते समय समस्याओं का सामना कर रहे हैं और मैं आपसे अनुरोध करता हूं कि समस्या को हल करने के लिए आउटलुक एप्लिकेशन को 2.02 संस्करण में अपडेट करें।,2,1
Ok i wait for your information, ठीक है मुझे आपकी जानकारी का इंतज़ार है,2,0
Okay. I will try it now., ठीक। मैं अब कोशिश करूँगा।,2,0
"Alright! I have now confirmed the order for you and you would be getting a conformation message about the same in an hour. The total bill amount is $15,400. Is there anything else I could assist you with for today?","ठीक है! मैंने अब आपके लिए आदेश की पुष्टि कर दी है और आपको एक घंटे में उसी के बारे में एक संदेश मिल जाएगा। कुल बिल राशि $15,400 है। क्या कुछ और है जो मैं आज के लिए आपकी सहायता कर सकता हूँ?",3,0
I understand this. Is there anything else I may help you with?, मुझे यह समझ आ गया। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,0
ok sir i will try, ठीक है सर मैं कोशिश करूँगा,2,0
ok, ठीक है,2,0
Hello! Welcome to CalTech Support. How may I help you today?, नमस्ते! CalTech सहायता में आपका स्वागत है। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
"Now i chat in skype, but messages not received"," अब मैं स्काइप में चैट करता हूं, लेकिन संदेश प्राप्त नहीं हुए",2,1
hai sir, है सर,2,0
would you like to order  PSR-EW463 or PSR-EW400?, क्या आप PSR-EW463 या PSR-EW400 ऑर्डर करना चाहेंगे?,3,0
A very good morning! How may I help you today?, एक बहुत अच्छी सुबह! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
Okay! Could you please confirm if your issue is resolved?, ठीक! क्या आप कृपया पुष्टि कर सकते हैं कि क्या आपकी समस्या हल हो गई है?,3,0
yes, हां,2,0
Perfect! I have received the mail regarding the same. I have updated the details and you would be getting an email about the same in an hour. Our Finance department head would contact you and help you with the procedure further. Is there anything else I could help you with for today?, उत्तम! मुझे उसी के संबंध में मेल मिला है। मैंने विवरण अपडेट कर दिया है और आपको एक घंटे में इसके बारे में एक ईमेल प्राप्त होगा। हमारे वित्त विभाग के प्रमुख आपसे संपर्क करेंगे और आगे की प्रक्रिया में आपकी मदद करेंगे। क्या आज के लिए मैं आपकी कुछ और मदद कर सकता हूँ?,3,2
password is 512bfi#$&, पासवर्ड है 512bfi#$&,0,0
i want 10 pieces, मुझे 10 टुकड़े चाहिए,1,0
nothing, कुछ नहीं,1,0
We're happy to be working with your company again. Could you tell em which item would you like to cancel from the order?,हम आपकी कंपनी के साथ फिर से काम करके खुश हैं। क्या आप उन्हें बता सकते हैं कि आप किस आइटम को ऑर्डर से रद्द करना चाहेंगे?,3,2
Zeo software solution., ज़ीओ सॉफ्टवेयर सॉल्यूशन।,0,0
"You're Welcome! Have a great day, hope to assist you again. Goodbye!"," आपका स्वागत है! आपका दिन शुभ हो, आशा है कि आप फिर से मदद करेंगे। अलविदा!",3,2
ok bye, चलो बाय,2,0
"Yuri, 8762"," यूरी, 8762",0,0
NOTHING ELSE. THANK YOU, और कुछ नहीं। धन्यवाद,3,2
"Could you please confirm, if you have send the receipt? "," क्या आप कृपया पुष्टि कर सकते हैं, यदि आपने रसीद भेज दी है?",3,0
adam, एडम,0,0
"My pleasure! Thank you for staying connected with Osaka financial services. For any query, feel free to call us anytime n our toll free number: 1200-4334-500. We are always available at your service!"," मेरा सौभाग्य! ओसाका वित्तीय सेवाओं से जुड़े रहने के लिए धन्यवाद। किसी भी प्रश्न के लिए, हमें किसी भी समय हमारे टोल फ्री नंबर: 1200-4334-500 पर कॉल करने में संकोच न करें। हम आपकी सेवा में सदैव उपलब्ध हैं !",3,2
sure if anything else i will contact you, यकीन है कि अगर कुछ और है तो मैं आपसे संपर्क करूंगा,2,0
That's great! I've confirmed your order and the delivery will be made within three business days. Would there be anything else that I could help you?, एक दम बढ़िया! मैंने आपके आदेश की पुष्टि कर दी है और डिलीवरी तीन व्यावसायिक दिनों के भीतर कर दी जाएगी। क्या कुछ और होगा जिससे मैं आपकी मदद कर सकूं?,3,2
I want to order musical instrument, मैं संगीत वाद्ययंत्र ऑर्डर करना चाहता हूं,1,0
"Hello! Good morning, You're connected to ATA software solutions. How may I help you today?"," नमस्ते! सुप्रभात, आप ATA सॉफ़्टवेयर समाधानों से जुड़े हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?",3,0
nothing else, और कुछ नहीं,1,0
Hello! Welcome to Sitara Musical instruments. How may I help you out today?, नमस्ते! सितारा संगीत वाद्ययंत्र में आपका स्वागत है। मैं आज आपकी कैसे मदद कर सकता हूं?,3,0
Alright Sachin! May I know the amount that has to be updated please?, ठीक है सचिन! क्या मुझे वह राशि पता हो सकती है जिसे कृपया अद्यतन किया जाना है?,3,0
"Sure! I'll help you with that. Could you please help me with your name and the password?
",ज़रूर! मैं इसमें आपकी मदद करूंगा। क्या आप कृपया अपने नाम और पासवर्ड के साथ मेरी मदद कर सकते हैं?,3,0
"Sure, I'll do my best to help you out. But first I would need the last four digits of your account number and the name of the company you're working for? "," ज़रूर, मैं आपकी मदद करने की पूरी कोशिश करूँगा। लेकिन पहले मुझे आपकी खाता संख्या के अंतिम चार अंक और उस कंपनी के नाम की आवश्यकता होगी जिसके लिए आप काम कर रहे हैं?",2,1
yes, हां,2,0
"have a great day.,,"," आपका दिन शानदार गुजरे।,,",2,2
fodd and hotel $15, फोड और होटल $15,0,0
Good morning! You've reached Syspro Tech support. How may I help you today?, सुबह बख़ैर! आप Syspro टेक सपोर्ट पर पहुंच गए हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
MY OUTLOOK ACCOUNT WAS NOT OPEN IT SHOWS ME A ERROR, मेरा आउटलुक खाता खुला नहीं था यह मुझे एक त्रुटि दिखाता है,2,1
AXv3457, AXv3457,0,0
Hey, अरे,2,0
Could you give me the email address so that I can send the receipt for your reference., क्या आप मुझे ईमेल पता दे सकते हैं ताकि मैं आपके संदर्भ के लिए रसीद भेज सकूं।,3,0
You're welcome! Is there anything else I may assist you with?, आपका स्वागत है! क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,2,2
Hey there! Good morning. Welcome to LMT music company. How may I assist you?, सुनो! सुबह बख़ैर। एलएमटी म्यूजिक कंपनी में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
8995635321,8995635321,0,0
Appreciate your patience! Kindly mention the name and password., अपने धैर्य की सराहना! कृपया नाम और पासवर्ड का उल्लेख करें।,3,2
i want to reimbursement in my expense, मैं अपने खर्च में प्रतिपूर्ति करना चाहता हूँ,2,0
I'm really sorry. I'll not be able to help you with it. You've reached finance department and we help customers record their expenses?, मैं वास्तव में माफी चाहता हूँ। मैं इसमें आपकी कोई मदद नहीं कर पाऊंगा। आप वित्त विभाग में पहुंच गए हैं और हम ग्राहकों को उनके खर्चे रिकॉर्ड करने में मदद करते हैं?,3,1
my company name is hcl,मेरी कंपनी का नाम hcl . है,1,0
meenakshi, मीनाक्षी,2,0
I like to report my travel expenses., मुझे अपने यात्रा खर्चों की रिपोर्ट करना पसंद है।,3,0
"Thank you! Now, Could you please let me know the amount (in dollars) you would like to report?"," आपको धन्यवाद! अब, क्या आप कृपया मुझे बता सकते हैं कि आप कितनी राशि (डॉलर में) रिपोर्ट करना चाहते हैं?",3,0
"Alright, may I know which model in Yamaha would you like to purchase? "," ठीक है, क्या मैं जान सकता हूँ कि आप Yamaha में कौन सा मॉडल खरीदना चाहेंगे?",3,0
Now I am so glad of you, अब मैं तुम पर बहुत प्रसन्न हूँ,2,2
Thanks!, धन्यवाद!,3,2
$450, $450,0,0
Are we connected?, क्या हम जुड़े हुए हैं?,0,0
Ok thank you, ठीक है धन्यवाद,3,2
Name : Giovanni., नाम: जियोवानी।,0,0
I like to report that my Skype application audio quality very low., मुझे यह रिपोर्ट करना अच्छा लगता है कि मेरे स्काइप एप्लिकेशन की ऑडियो गुणवत्ता बहुत कम है।,3,1
Sure., ज़रूर।,2,0
Thank you for the confirmation. Could you please let me know your name and the account password for me to record your expenses?, पुष्टिकरण के लिए धन्यवाद। क्या आप कृपया मुझे अपना नाम और खाता पासवर्ड बता सकते हैं ताकि मैं आपके खर्चे रिकॉर्ड कर सकूं?,3,0
hi sir, नमस्कार श्री मान जी,3,0
ROBIN 456823, रॉबिन 456823,0,0
4586214,4586214,0,0
ok, ठीक है,2,0
Is there anything else I may help you with?, क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,2,0
Perfect! Thank you for sharing the details. Could you please give me a minute while I look over into your issue?, उत्तम! विवरण साझा करने के लिए धन्यवाद। क्या आप कृपया मुझे एक मिनट दे सकते हैं जब मैं आपके मुद्दे पर गौर करूँ?,3,2
skype, स्काइप,2,0
No, नहीं,1,0
"Sure, I'll be happy to help you with that! Could you help me with your name and the one time password?"," ज़रूर, मुझे इसमें आपकी मदद करने में खुशी होगी! क्या आप अपने नाम और वन टाइम पासवर्ड के साथ मेरी मदद कर सकते हैं?",3,0
Hi, नमस्ते,2,0
YES, हां,2,2
ONLY THIS, केवल यह,2,0
ok, ठीक है,2,0
Sorry for the inconvenience you are facing. I'll surely fix that up for you. Could you please help me with your name and the last 4 digits of your account number?,आपको हो रही असुविधा के लिए खेद है। मैं निश्चित रूप से इसे आपके लिए ठीक कर दूंगा। क्या आप कृपया अपने नाम और अपने खाता संख्या के अंतिम 4 अंक के साथ मेरी मदद कर सकते हैं?,3,1
I hope we are connected?, मुझे आशा है कि हम जुड़े हुए हैं?,2,0
hi, नमस्ते,2,0
my name is Helan and the password is 5664, मेरा नाम हेलन है और पासवर्ड 5664 है,1,0
