ENG_utterances,HIN_utterances,politeness,sentiment
i want to change my seat assignment?,मैं अपना सीट असाइनमेंट बदलना चाहता हूं?,2,0
"Hurrah! I've booked your flight tickets, it is Delta airlines flight at Sept 6th, from Texas to New York, departure time- 4:00 AM and arrival time- 6:00 AM for 1 passengers and it is costing you $155. I've sent you an email, kindly find the link and follow the further guidelines, As soon as the payment is done, you'll receive the confirmation email and you'll also get a booking confirmation number in the email. I hope all that is clea?"," हुर्रे! मैंने आपकी फ्लाइट के टिकट बुक कर लिए हैं, यह 6 सितंबर को डेल्टा एयरलाइंस की फ्लाइट है, टेक्सास से न्यूयॉर्क के लिए, प्रस्थान का समय- 4:00 पूर्वाह्न और आगमन का समय- 1 यात्रियों के लिए सुबह 6:00 बजे और इसकी कीमत आपको $155 है। मैंने आपको एक ईमेल भेजा है, कृपया लिंक ढूंढें और आगे के दिशानिर्देशों का पालन करें, जैसे ही भुगतान हो जाएगा, आपको पुष्टिकरण ईमेल प्राप्त होगा और आपको ईमेल में बुकिंग पुष्टिकरण संख्या भी प्राप्त होगी। मुझे आशा है कि यह सब साफ है?",2,1
"Surely, I'll be glad to help you with it. Please may I know your full name?"," निश्चित रूप से, मुझे इसमें आपकी मदद करने में खुशी होगी। कृपया क्या मैं आपका पूरा नाम जान सकता हूँ?",3,0
ooking confirmation no kiu459,ooking पुष्टिकरण संख्या kiu459,2,0
ok,ठीक है,2,0
Aravindh I'd like to inform you that you have been allotted 9 C which is a window seat.,अरविंद मैं आपको सूचित करना चाहता हूं कि आपको 9 सी आवंटित किया गया है जो एक विंडो सीट है।,2,0
Sure. Thank you for reaching out to us. Have a great day!,ज़रूर। हमसे संपर्क की पहल के लिए आपका धन्यवाद। आपका दिन अच्छा रहे!,3,2
YES OK FOR ME,हाँ मेरे लिए ठीक है,2,2
i need a boarding pass,मुझे बोर्डिंग पास चाहिए,1,0
ok,ठीक है,2,0
"Appreciate your patience! The seat assigned to you is 5A, aisle seat. Anything else you'd like to know?"," अपने धैर्य की सराहना! आपको दी गई सीट 5A, गलियारा सीट है। कुछ और जो आप जानना चाहेंगे?",3,2
"Perfect! Thank you for that. Could you please allow me for a minute or two, while I quickly get this done for you?","उत्तम! उसके लिये आपका धन्यवाद। क्या आप कृपया मुझे एक या दो मिनट के लिए अनुमति दे सकते हैं, जबकि मैं आपके लिए यह जल्दी से कर देता हूँ?",3,2
"Sure! I'll be glad to help you, may I please know the departure and arrival city?"," ज़रूर! मुझे आपकी मदद करने में खुशी होगी, क्या मैं कृपया प्रस्थान और आगमन के शहर को जान सकता हूँ?",3,0
A very good morning! You've reached the Moon Airways customer service. How may I help you today?,एक बहुत अच्छी सुबह! आप मून एयरवेज ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
confirmation number hik156,पुष्टिकरण संख्या hik156,2,0
Perfect! Will there be anything else?,उत्तम! क्या कुछ और होगा?,2,2
my booking number is asc145,मेरा बुकिंग नंबर है asc145,1,0
"Sure, I'll try my best to change it to the middle seat. Please allow me a minute to check the seat availability."," ज़रूर, मैं इसे बीच की सीट पर बदलने की पूरी कोशिश करूँगा। कृपया मुझे सीट की उपलब्धता की जांच करने के लिए एक मिनट का समय दें।",3,0
"Awesome! Good news, Janish! There's H8 and M0 available, please choose the most preferred seats for you. "," बहुत बढ़िया! अच्छी खबर, जानिश! H8 और M0 उपलब्ध हैं, कृपया अपने लिए सबसे पसंदीदा सीटें चुनें।",3,2
"Nothing else, Thank you for your Booking. Have a nice day to chat with you."," और कुछ नहीं, आपकी बुकिंग के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
OK,ठीक है,2,0
check my seat?,मेरी सीट चेक करो?,2,0
"May I know your phone number to process the request.
",क्या मैं अनुरोध को संसाधित करने के लिए आपका फ़ोन नंबर जान सकता हूँ।,2,0
"That's great, You've changed your mind and accepted for a window seat. You'll definitely enjoy your journey by the window seat.
"," यह बहुत अच्छा है, आपने अपना विचार बदल दिया है और विंडो सीट के लिए स्वीकार कर लिया है। आप निश्चित रूप से विंडो सीट से अपनी यात्रा का आनंद लेंगे।",2,2
HI,नमस्ते,2,0
ok thanks,ठीक है धन्यवाद,3,0
are you here?,क्या आप यहां हैं?,0,0
* Make a correction skrish@hotmail.com,सुधार करें skrish@hotmail.com,2,0
ok thank you,ठीक है धन्यवाद,3,0
my booking number po8523,मेरा बुकिंग नंबर po8523,1,0
jessly,jessly,0,0
Sounds good. Is there anything else I may help you with?,सुनने में तो अच्छा लगता है। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
"Sorry to keep you waiting, your seat number is 5D it is a middle row seat, is that okay?"," आपको प्रतीक्षा करने के लिए क्षमा करें, आपकी सीट संख्या 5D है, यह मध्य पंक्ति की सीट है, क्या यह ठीक है?",3,0
Alright! May I please know when would you like to travel?,ठीक है! क्या मैं कृपया जान सकता हूँ कि आप कब यात्रा करना चाहेंगे?,3,0
Absolutely! It will be my pleasure to help you. Please may I know your name?,बिल्कुल! आपकी मदद करने में मुझे खुशी होगी। कृपया क्या मैं आपका नाम जान सकता हूँ?,3,2
"Good morning! You've reached Alliance Airways Customer service, how may I help you?  "," सुबह बख़ैर! आप एलायंस एयरवेज ग्राहक सेवा तक पहुँच चुके हैं, मैं आपकी कैसे मदद कर सकता हूँ?",3,0
Thank you. The boarding pass has been sent to the email address. Please fell free to reach out to us at anytime in case of any queries.,शुक्रिया। बोर्डिंग पास ईमेल पते पर भेज दिया गया है। कृपया किसी भी प्रश्न के मामले में किसी भी समय हमसे संपर्क करने के लिए स्वतंत्र रहें।,3,0
I want check my seat assignment,मुझे अपना सीट असाइनमेंट चेक करना है,2,0
Thanks a lot.,बहुत-बहुत धन्यवाद।,3,2
Of course! B9 is a window seat and it is available. Would you like to take that?,बेशक! बी9 विंडो सीट है और यह उपलब्ध है। क्या आप इसे लेना चाहेंगे?,3,0
SDE458,एसडीई458,0,0
Thank you very much.,आपका बहुत बहुत धन्यवाद।,3,2
"As I've checked with the resources, I see that the seat allotted to you is the middle seat which is G4."," जैसा कि मैंने संसाधनों के साथ जांच की है, मैं देखता हूं कि आपको आवंटित सीट बीच की सीट है जो कि G4 है।",2,0
Fantastic! The boarding pass will be sent to the phone number shortly.,ज़बरदस्त! बोर्डिंग पास शीघ्र ही फोन नंबर पर भेज दिया जाएगा।,2,2
Sure!! I would love to help you out with this. I'll need your details. May I know your full name please?,ज़रूर!! मुझे इसमें आपकी मदद करना अच्छा लगेगा। मुझे आपके विवरण की आवश्यकता होगी। क्या मैं आपका पूरा नाम जान सकता हूँ?,3,2
If there is no reply from your end I'll be forced to close the chat.,अगर आपकी तरफ से कोई जवाब नहीं आया तो मुझे चैट बंद करने के लिए मजबूर किया जाएगा।,1,1
NAME:JOHN MY BOOKING NO:JKL635,नाम: जॉन माई बुकिंग नंबर: JKL635,2,0
Hi,नमस्ते,2,0
Alright Howard! Could you please share the booking confirmation number?,ठीक है हावर्ड! क्या आप कृपया बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?,3,0
Surely! I'd be glad to help you with that. Could you please help me with your last name and your booking confirmation number?,निश्चित रूप से! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या आप कृपया अपने अंतिम नाम और अपनी बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
RIHANA,रिहाना,0,0
It's rankins,यह रैंकिन है,2,2
I NEED A BOARDING PASS,मुझे एक बोर्डिंग पास चाहिए,1,0
thank you,धन्यवाद,2,2
564768435,564768435,0,0
Can I get an aisle seat if there are any left open?,अगर कोई खुला बचा है तो क्या मुझे गलियारे की सीट मिल सकती है?,2,0
"You're welcome! Thank you for visiting us, wish to serve you again. Have a nice time!"," आपका स्वागत है! हमारे पास आने के लिए धन्यवाद, मैं फिर से आपकी सेवा करना चाहता हूं। आशा है आपका समय अच्छा बीते!",3,2
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
i need bording pass,मुझे बोर्डिंग पास चाहिए,1,0
"You're welcome! Thank you for visiting us, wish to serve you again. Have a safe flight!"," आपका स्वागत है! हमारे पास आने के लिए धन्यवाद, मैं फिर से आपकी सेवा करना चाहता हूं। एक सुरक्षित उड़ान की कामना करते हैं!",3,2
Please allow me a moment to check the details and process your request.,कृपया मुझे विवरणों की जांच करने और आपके अनुरोध को संसाधित करने के लिए कुछ समय दें।,2,0
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
"Thank you for being so patient and cooperative! It was really nice assisting you! I hope you have a great time, Happy travelling! Have a great day ahead! See ya! :)","इतने धैर्यवान और सहयोगी होने के लिए धन्यवाद! आपकी सहायता करना वाकई अच्छा लगा! मुझे आशा है कि आपके पास एक अच्छा समय है, हैप्पी ट्रैवलिंग! आगे एक महान दिन हो! फिर मिलेंगे! :)",3,2
I'd like to inform you that the booking confirmation number should consists of letters and numbers.,मैं आपको सूचित करना चाहता हूं कि बुकिंग पुष्टिकरण संख्या में अक्षर और संख्याएं होनी चाहिए।,3,0
Hey there! Good morning. You're connected to LMT Airways. How may I help you?,सुनो! सुबह बख़ैर। आप एलएमटी एयरवेज से जुड़े हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
"Always a pleasure! Thank you for reaching out to us, it's a pleasure assisting you. Have a great day and happy traveling!"," हमेशा एक खुशी की बात है! हमसे संपर्क करने के लिए धन्यवाद, आपकी सहायता करना खुशी की बात है। आपका दिन शुभ हो और यात्रा सुखद हो!",3,2
number is po4567,संख्या पीओ4567 . है,0,0
A very good morning! You've reached the Moon Airways customer service. How may I help you today?,एक बहुत अच्छी सुबह! आप मून एयरवेज ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
"Thank you Vasuki, please give me a minute to check the seats assigned to you. "," धन्यवाद वासुकी, कृपया मुझे आपको सौंपी गई सीटों की जांच करने के लिए एक मिनट दें।",3,0
Hi!,नमस्ते!,3,0
"Absolutely, I'll be glad to help you out. Please may I know your full name?"," बिल्कुल, मुझे आपकी मदद करने में खुशी होगी। कृपया क्या मैं आपका पूरा नाम जान सकता हूँ?",3,2
"Hello there good evening! Sky high customer services, How may I help you today?
"," नमस्ते वहाँ शुभ संध्या! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
hello,नमस्ते,2,0
I'm here to help you out. May I know your query?,मैं यहां आपकी मदद करने के लिए हूं। क्या मैं आपकी क्वेरी जान सकता हूँ?,3,0
f87h98,f87h98,0,0
ok thanks,ठीक है धन्यवाद,3,0
y65r43,y65r43,0,0
X456H8,X456H8,0,0
Good morning! You've reached Flamingo customers service. How may I help you today?,सुबह बख़ैर! आप फ्लेमिंगो ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,1
Now I am so glad,अब मैं बहुत खुश हूँ,1,2
Can i give my mobile number,क्या मैं अपना मोबाइल नंबर दे सकता हूँ,0,0
on thanks,धन्यवाद पर,3,0
"Good morning! You've reached Alliance Airways Customer service, how may I help you?  "," सुबह बख़ैर! आप एलायंस एयरवेज ग्राहक सेवा तक पहुँच चुके हैं, मैं आपकी कैसे मदद कर सकता हूँ?",3,0
"As there has been no response from a long time, I assume you're away. I'm forced to close this chat. Thanks for reaching out to us. Good day!"," चूंकि लंबे समय से कोई प्रतिक्रिया नहीं आई है, मुझे लगता है कि आप दूर हैं। मैं इस चैट को बंद करने के लिए विवश हूं। हमसे संपर्क करने के लिए धन्यवाद. अच्छा दिन!",3,1
Hello! How may I assist you?,नमस्ते! मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
If there's no response the chat will be ended in a minute.,अगर कोई प्रतिक्रिया नहीं है तो चैट एक मिनट में समाप्त हो जाएगी।,1,0
"Sure! May I know your phone number or email address so that I can send you the boarding pass in anyone of them. 
",ज़रूर! क्या मैं आपका फोन नंबर या ईमेल पता जान सकता हूं ताकि मैं आपको उनमें से किसी में भी बोर्डिंग पास भेज सकूं।,3,0
Perfect! I'd like to inform you that your seat has been changed successfully.,उत्तम! मैं आपको सूचित करना चाहता हूं कि आपकी सीट सफलतापूर्वक बदल दी गई है।,3,2
" Oh no, may i take near window seat, it is possible?
"," अरे नहीं, क्या मैं खिड़की की सीट के पास ले जा सकता हूँ, यह संभव है?",2,0
"Thank you Tharun, please give me a minute to proceed further. "," धन्यवाद थारुन, कृपया मुझे आगे बढ़ने के लिए एक मिनट दें।",3,0
thanks good bye,धन्यवाद अलविदा,3,0
Sure! Please allow me a moment if there is nay window seat available.,ज़रूर! कृपया मुझे एक क्षण की अनुमति दें यदि कोई खिड़की वाली सीट उपलब्ध नहीं है।,2,0
SENT ME BOARDING PASS TO MY MAIL ID,मुझे मेरी मेल आईडी पर बोर्डिंग पास भेजा,0,0
r54ewr,r54ewr,0,0
Perfect! I'd like to inform you that your seat has been changed successfully.,उत्तम! मैं आपको सूचित करना चाहता हूं कि आपकी सीट सफलतापूर्वक बदल दी गई है।,3,2
"Sure, help me with your correct number."," ज़रूर, अपने सही नंबर के साथ मेरी मदद करें।",2,0
SORRY,माफ़ करना,2,1
Can I change it to an isle seat?,क्या मैं इसे आइल सीट में बदल सकता हूँ?,0,0
"Good morning! You've reached Alliance Indian Airlines, how may I help you today?"," सुबह बख़ैर! आप एलायंस इंडियन एयरलाइंस पहुंच गए हैं, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
"Thank you fro reaching out to us, Mani! Could you please share the booking confirmation number?","हमसे संपर्क करने के लिए धन्यवाद, मणि! क्या आप कृपया बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?",3,2
name thiya,नाम थिया,2,0
Done! May I know the number of passengers travelling?,पूर्ण! क्या मैं यात्रा करने वाले यात्रियों की संख्या जान सकता हूँ?,2,0
Perfect! May I please know the name and email address on which the tickets should be booked?,उत्तम! क्या मैं कृपया वह नाम और ईमेल पता जान सकता हूँ जिस पर टिकट बुक किया जाना चाहिए?,3,2
"Thank you Thomas, would you prefer window seat, aisle seat or middle seat?"," धन्यवाद थॉमस, क्या आप विंडो सीट, गलियारा सीट या बीच की सीट पसंद करेंगे?",3,0
"Sure, I'll be glad to assist you. May I know your last name please?"," ज़रूर, मुझे आपकी सहायता करने में खुशी होगी। क्या मैं आपका अंतिम नाम जान सकता हूँ?",3,0
No thank you!!!,नहीं धन्यवाद!!!,3,1
hai,हाय,2,0
ok,ठीक है,2,0
"Sure,I am waiting for your replay."," ज़रूर, मैं आपके रीप्ले का इंतज़ार कर रहा हूँ।",2,0
45C67X,45C67X,0,0
Okay. Thank you for reaching out to us. Good day!,ठीक। हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!,3,2
Good morning,सुबह बख़ैर,3,2
" Thank you for visiting us, wish to serve you again. Have a safe flight!"," हमारे पास आने के लिए धन्यवाद, मैं फिर से आपकी सेवा करना चाहता हूं। एक सुरक्षित उड़ान की कामना करते हैं!",3,2
"Thank you! The seat number allotted to you is 25A. It's a window seat.
",आपको धन्यवाद! आपको आवंटित सीट संख्या 25A है। यह एक विंडो सीट है।,3,0
WINDOW SEAT,विंडो सीट,0,0
okay sure thanks for informations,ठीक है ज़रूर जानकारी के लिए धन्यवाद,3,2
"Sure, we are here to assist you in the best possible way! May I know your last name please?"," ज़रूर, हम आपकी हर संभव मदद करने के लिए यहाँ हैं! क्या मैं आपका अंतिम नाम जान सकता हूँ?",3,0
sure.,ज़रूर।,2,0
Fantastuc! The boarding pass will be sent to the email address or phone number shortly.,शानदार! बोर्डिंग पास शीघ्र ही ईमेल पते या फोन नंबर पर भेज दिया जाएगा।,2,2
No,नहीं,1,0
"You're welcome, Would there be anything else I may help you with?","आपका स्वागत है, क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",2,2
seat assignment,बैठने की जगह का आवंटन,0,0
NO THANKS," जी नहीं, धन्यवाद",3,1
My pleasure! Goodbye!,मेरा सौभाग्य! अलविदा!,3,0
my booking number is ASG34W,मेरा बुकिंग नंबर ASG34W है,1,0
I Need a middle seat.,मुझे बीच की सीट चाहिए।,1,0
Could you also help me with the booking confirmation number?,क्या आप बुकिंग कन्फर्मेशन नंबर में भी मेरी मदद कर सकते हैं?,3,0
Hey there! Good morning. You're connected to LMT Airways. How may I help you?,सुनो! सुबह बख़ैर। आप एलएमटी एयरवेज से जुड़े हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
Hi. I'd like to check my seat assignment.,नमस्ते। मैं अपने सीट असाइनमेंट की जांच करना चाहता/चाहती हूं.,3,0
ok,ठीक है,2,0
i need to you seeat,मुझे आपकी सीट चाहिए,1,0
"name is rosy buela and confirmation number is jfo5e9
",नाम है गुलाबी बुएला और पुष्टिकरण संख्या है jfo5e9,0,0
I am Tamilarasi K,मैं तमिलरसी कु हूँ,1,0
yes sure1 i like  to travel economy class,हाँ ज़रूर1 मुझे इकोनॉमी क्लास में यात्रा करना पसंद है,2,2
hi,नमस्ते,2,0
ok,ठीक है,2,0
That would be perfect,ये बिल्कुल सही होगा,1,2
Absolutely! I'll be glad to help you with it. Please may I know your full name?,बिल्कुल! मुझे इसमें आपकी मदद करने में खुशी होगी। कृपया क्या मैं आपका पूरा नाम जान सकता हूँ?,3,2
Alright! The flights from Spirit and JetBlue are available. Which one would you prefer?,ठीक है! स्पिरिट और जेटब्लू की उड़ानें उपलब्ध हैं। आप कौन सा पसंद करेंगे?,3,0
edward@gmail.com,एडवर्ड@gmail.com,0,0
Awesome! Is there anything else I could help you with?,बहुत बढ़िया! क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
OK,ठीक है,2,0
check my seat assignment,मेरी सीट असाइनमेंट की जाँच करें,2,0
Are we still connected?,हम अभी भी जुड़े हैं?,1,0
i want to know my seat no,मुझे अपना सीट नंबर जानना है,2,0
deliasporer45@yahoo.com,deliasporer45@yahoo.com,2,0
Okay! I've successfully sent the boarding pass to your phone number.,ठीक! मैंने आपके फ़ोन नंबर पर बोर्डिंग पास सफलतापूर्वक भेज दिया है।,3,2
Thank you for your patience. As per the confirmation number. You're assigned a window seat which is T9. Would you like to make any changes to that?,आपके धैर्य के लिए धन्यवाद। पुष्टिकरण संख्या के अनुसार। आपको एक विंडो सीट दी गई है जो T9 है। क्या आप इसमें कोई बदलाव करना चाहेंगे?,3,2
"Hello there! Sky high customer services, How may I help you today?
"," नमस्ते! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
i need boarding pass,मुझे बोर्डिंग पास चाहिए,1,0
I NEED AISLE SEAT SIR,मुझे गलियारे की सीट चाहिए सर,1,0
hi,नमस्ते,2,0
yes,हां,2,0
"Amazing! Thanks for baring with all my questions! I highly appreciate your patience! Give me a moment, I'll have a word with my team."," अद्भुत! मेरे सभी प्रश्नों को रोकने के लिए धन्यवाद! मैं आपके धैर्य की अत्यधिक सराहना करता हूँ! मुझे एक क्षण दो, मैं अपनी टीम के साथ बात करूंगा।",3,2
okay thank you,ठीक है धन्यवाद,3,2
yeah good for me could you please send my boarding pass to my number,हाँ मेरे लिए अच्छा है क्या आप कृपया मेरा बोर्डिंग पास मेरे नंबर पर भेज सकते हैं,3,0
please check my seat assignment,कृपया मेरे सीट असाइनमेंट की जांच करें,3,0
Jilly Jacob,जीली जैकब,0,0
Sure. When do you want to fly?,ज़रूर। आप कब उड़ना चाहते हैं?,2,0
Good morning,सुबह बख़ैर,3,2
"Perfect! Thank you for that. Could you please allow me a moment, while I get this done for you?"," उत्तम! उसके लिये आपका धन्यवाद। क्या आप कृपया मुझे एक क्षण की अनुमति दे सकते हैं, जबकि मैं यह आपके लिए करवाता हूं?",3,2
Great! And your email address would be?,महान! और आपका ईमेल पता होगा?,3,2
Hello! Good morning. You've reached LMT Airways. How may I assist you today?,नमस्ते! सुबह बख़ैर। आप एलएमटी एयरवेज पहुंच गए हैं। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
"Awesome! Thank you for staying connected, I see Mr. Mani you've been assigned to M9 window seat. "," बहुत बढ़िया! जुड़े रहने के लिए धन्यवाद, मैं श्रीमान मणि को देखता हूं, आपको M9 विंडो सीट दी गई है।",3,2
Alright! Could you also share your booking confirmation number?,ठीक है! क्या आप अपनी बुकिंग पुष्टिकरण संख्या भी साझा कर सकते हैं?,3,0
I want change middle seat,मुझे बीच की सीट बदलना है,1,0
Hello! You've been connected to StarAirways customer service! How may I assist you today?,नमस्ते! आप StarAirways ग्राहक सेवा से जुड़ चुके हैं! आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
"Awesome! now, Could you please help me with the number of passengers as well?"," बहुत बढ़िया! अब, क्या आप कृपया यात्रियों की संख्या के बारे में भी मेरी मदद कर सकते हैं?",3,2
ok thanks,ठीक है धन्यवाद,3,0
"My pleasure! It was great assisting you, thanks for choosing our services. Have a safe flight, goodbye.
"," मेरा सौभाग्य! आपकी सहायता करके बहुत अच्छा लगा, हमारी सेवाओं को चुनने के लिए धन्यवाद। एक सुरक्षित उड़ान लो, अलविदा।",3,2
i want to know my sent no,मैं अपना भेजा हुआ नंबर जानना चाहता हूँ,2,1
PKK285,पीकेके285,0,0
i prefer economy hope it would not exceed more than $300,मुझे अर्थव्यवस्था पसंद है आशा है कि यह $300 . से अधिक नहीं होगी,2,0
"Sure! May I know your last name?
",ज़रूर! क्या मैं आपका अंतिम नाम जान सकता हूँ?,2,0
hi id like to check my seat assignment please,हाय आईडी कृपया मेरे सीट असाइनमेंट की जांच करें,3,0
no thanks," जी नहीं, धन्यवाद",3,1
"Hi Drew, good morning. I wanted to check seat assignment for DDO445 and want to change it to a window seat"," हाय ड्रू, गुड मॉर्निंग। मैं DDO445 के लिए सीट असाइनमेंट की जांच करना चाहता था और इसे विंडो सीट में बदलना चाहता था",3,0
FIVE,पांच,0,0
I need to change my seat assignment,मुझे अपना सीट असाइनमेंट बदलना है,2,1
Good Evening!,नमस्ते!,3,2
Yeah.Sure.,हां यकीनन।,2,0
ji89ij,ji89ij,0,0
"Yes, it's mballen22@yahoo.com"," हाँ, यह mballen22@yahoo.com है",2,0
Sahoo and YNE217,साहू और YNE217,0,0
my name vicky,मेरा नाम विक्की,1,0
Good morning! You've reached Flamingo customers service. How may I help you today?,सुबह बख़ैर! आप फ्लेमिंगो ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,1
"Welcome to High flying customer service! You're connected to our customer associate! Good morning! My name is Sam, How may I help you?"," उच्च उड़ान ग्राहक सेवा में आपका स्वागत है! आप हमारे ग्राहक सहयोगी से जुड़े हुए हैं! सुबह बख़ैर! मेरा नाम सैम है, मैं आपकी कैसे मदद कर सकता हूँ?",3,2
Hello! You've been connected to StarAirwyas. How may I assist you?,नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
