ENG_utterances,HIN_utterances,politeness,sentiment
HELLO, नमस्ते,2,0
"Perfect! I've placed your order, your food is cooking :) and your total is $15.45. May I know your payment mode please?","उत्तम! मैंने आपका ऑर्डर दे दिया है, आपका खाना पक रहा है :) और आपका कुल $15.45 है। क्या मैं आपका भुगतान मोड जान सकता/सकती हूं?",3,2
"Hello! Thank you for calling Blaze pizza. Before the order, could you please let me know your name and address?"," नमस्ते! ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आदेश से पहले, क्या आप कृपया मुझे अपना नाम और पता बता सकते हैं?",3,0
"Noted!! Thanks for sharing your details. As soon as the food is prepared our delivery agent will be out to delivery your order. You'll receive your order within an hour. If your starving we will mention here speed delivery, you will receive your order within 30 minutes!"," विख्यात!! अपना विवरण साझा करने के लिए धन्यवाद। जैसे ही खाना तैयार होगा हमारा डिलीवरी एजेंट आपके ऑर्डर की डिलीवरी के लिए निकल जाएगा। आपको एक घंटे के भीतर अपना आदेश प्राप्त हो जाएगा। यदि आप भूखे मर रहे हैं तो हम यहां स्पीड डिलीवरी का उल्लेख करेंगे, आपको 30 मिनट के भीतर अपना ऑर्डर प्राप्त हो जाएगा!",3,2
OK SURE, यकीनन ठीक,2,2
yeah, हां,2,0
yes soda, हाँ सोडा,2,0
I want to add 2 agua frescas and 1 wild baby arugula salad., मैं 2 अगुआ फ़्रेस्का और 1 वाइल्ड बेबी अरुगुला सलाद जोड़ना चाहता हूँ।,1,0
Sure a medium size coke is added in your bucket now?, निश्चित रूप से अब आपकी बाल्टी में एक मध्यम आकार का कोक मिला है?,2,0
Doing great thank you, बहुत अच्छा कर रहे हो धन्यवाद,3,2
It was a pleasure talking to you. Thank you for calling Blaze Pizza! Have a great day!, आपसे बात करके खुशी हुई। ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद! आपका दिन अच्छा रहे!,3,2
Fantastic! Your just at the right place to delight your taste buds., ज़बरदस्त! आप अपनी स्वाद कलियों को प्रसन्न करने के लिए बिल्कुल सही जगह पर हैं।,2,2
"Thank you so much for sharing the information, your order will be delivered in an hour. "," जानकारी साझा करने के लिए आपका बहुत-बहुत धन्यवाद, आपका ऑर्डर एक घंटे में डिलीवर हो जाएगा।",3,2
"Okay,  I've confirmed your order and kindly request you to share your contact number and delivery address for the order to be delivered. ","ठीक है, मैंने आपके आदेश की पुष्टि कर दी है और कृपया आपसे अनुरोध है कि आप अपना संपर्क नंबर और वितरण पता साझा करें ताकि आदेश वितरित किया जा सके।",3,0
Thank you for calling Blaze Pizza! Have a great meal!, ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद! बढ़िया खाना खाओ!,3,2
May I know your preferences for pizza crust? we have gluten free and high rise dough?, क्या मैं पिज़्ज़ा क्रस्ट के लिए आपकी पसंद जान सकता हूँ? हमारे पास लस मुक्त और उच्च वृद्धि वाला आटा है?,3,0
YES, हां,2,2
Hello! You're connected to Blaze Pizza. What would you like to order?, नमस्ते! आप ब्लेज़ पिज़्ज़ा से जुड़े हुए हैं। आप क्या ऑर्डर देना चाहेंगे?,3,0
Could you please mention the Name of Pizza?, क्या आप कृपया पिज्जा का नाम बता सकते हैं?,3,0
Sure! Would you like to try some fries along with the meal?, ज़रूर! क्या आप खाने के साथ कुछ फ्राई ट्राई करना चाहेंगे?,3,0
Would you like to add any drinks with your meal?, क्या आप अपने भोजन में कोई पेय शामिल करना चाहेंगे?,2,0
"591 Memorial Dr, Chicopee MA 1020"," 591 मेमोरियल डॉ, चिकोपी एमए 1020",2,0
ok sir, ओके जी,2,0
Thank you! Would you like to customize the pizza?, आपको धन्यवाद! क्या आप पिज़्ज़ा को कस्टमाइज़ करना चाहेंगे?,3,0
1 lemonade, 1 नींबू पानी,0,0
"Thank you for the details, what would you like to have today?"," विवरण के लिए धन्यवाद, आज आप क्या लेना चाहेंगे?",3,2
ok thank you, ठीक है धन्यवाद,3,0
"Sure, I'll help you with that. Please could you first share the delivery address and also your contact number?"," ज़रूर, मैं इसमें आपकी मदद करूँगा। क्या आप पहले डिलीवरी पता और अपना संपर्क नंबर साझा कर सकते हैं?",3,0
(201) 968-7159, (201) 968-7159,0,0
medium, मध्यम,0,0
Thank you Mr.charlie for you information, धन्यवाद श्री चार्ली आपकी जानकारी के लिए,3,2
I would like to order 2 medium BBQ CHKN, मैं 2 मध्यम बीबीक्यू सीएचकेएन ऑर्डर करना चाहता हूं,3,0
Sure! Would you like the meat eater with only pepperoni as toppings?,ज़रूर! क्या आप मांस खाने वाले को केवल पेपरोनी के साथ टॉपिंग के रूप में पसंद करेंगे?,3,0
hi, नमस्ते,2,0
I NEED 2 MEAT EATE, मुझे 2 मीट चाहिए,1,0
"ADDRESS: 700 OAK STREET, BROCKTON MA 2301"," पता: 700 ओक स्ट्रीट, ब्रॉकटन एमए 2301",0,0
The order will be ready within 10 minutes., आदेश 10 मिनट के भीतर तैयार हो जाएगा।,2,0
That's great! I've confirmed your order. The delivery time is approximately 45 minutes. The delivery executive will contact you in case of any queries., एक दम बढ़िया! मैंने आपके आदेश की पुष्टि कर दी है। प्रसव का समय लगभग 45 मिनट है। किसी भी प्रश्न के मामले में वितरण कार्यकारी आपसे संपर्क करेगा।,3,2
Delish!! :) Those are the most yummiest pizza we have and it's loved by all our customers. Anything else you'd like to have?, स्वादिष्ट !! :) वे हमारे पास सबसे स्वादिष्ट पिज्जा हैं और यह हमारे सभी ग्राहकों द्वारा पसंद किया जाता है। आप कुछ और लेना चाहेंगे?,3,2
"Okay, no problem, what flavor shake would you like to have?"," ठीक है, कोई बात नहीं, आप कौन सा फ्लेवर शेक लेना चाहेंगे?",2,0
Alright! Could you please share your address?, ठीक है! क्या आप कृपया अपना पता साझा कर सकते हैं?,3,0
I NEED ONE BIG SIZE PIZZA, मुझे एक बड़े आकार का पिज्जा चाहिए,1,1
"Perfect! your total is $9 and you can pay at the next door, I'd also like to inform you that you'll receive your order within 10-15 minutes."," उत्तम! आपका कुल $9 है और आप अगले दरवाजे पर भुगतान कर सकते हैं, मैं आपको यह भी सूचित करना चाहूंगा कि आपको अपना ऑर्डर 10-15 मिनट के भीतर प्राप्त हो जाएगा।",2,2
"Hello! Thank you for calling Blaze pizza. Before the order, could you please let me know your name and address?"," नमस्ते! ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आदेश से पहले, क्या आप कृपया मुझे अपना नाम और पता बता सकते हैं?",3,0
Hello! Welcome to Blaze Pizza!, नमस्ते! ब्लेज़ पिज्जा में आपका स्वागत है!,3,0
NOTHING ENOUGH, काफी कुछ नहीं,1,1
hi..., नमस्ते...,3,0
9865236596,9865236596,0,0
cash on delivery, डिलवरी पर नकदी,0,0
Thank you for calling Blaze Pizza. It's a pleasure assisting customers like you. Have a great day ahead!, ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आप जैसे ग्राहकों की सहायता करना खुशी की बात है। आगे एक महान दिन हो!,3,2
Great!  will you please repeat my order to me to make sure I have everything,महान! क्या आप यह सुनिश्चित करने के लिए मेरे आदेश को दोहराएंगे कि मेरे पास सब कुछ है,3,2
OK SIR I LIKE TO 1 SEA SALT COOKIE, ठीक है सर मुझे 1 समुद्री नमक कुकी पसंद है,1,2
soyyr, सोयार,0,0
Regular, नियमित,0,0
"You're welcome. Thank you for visiting, have a great day!"," आपका स्वागत है। आने के लिए धन्यवाद, आपका दिन शुभ हो!",3,2
Delish! That's the most yummiest pizza we have and it's loved by all our customers. I'll take the order. Anything else with the pizza?, स्वादिष्ट! यह हमारे पास सबसे स्वादिष्ट पिज्जा है और यह हमारे सभी ग्राहकों द्वारा पसंद किया जाता है। मैं आदेश लूंगा। पिज्जा के साथ और कुछ?,3,2
"Perfect! Your order is confirmed, Could you please help me with your address?"," उत्तम! आपके आदेश की पुष्टि हो गई है, क्या आप कृपया मुझे अपने पते में मदद कर सकते हैं?",3,2
hi, नमस्ते,2,0
Hello! Welcome to McDonald's! What would you like to order today?, नमस्ते! मैकडॉनल्ड्स में आपका स्वागत है! आज आप क्या ऑर्डर करना चाहेंगे?,3,0
Right now no need, अभी कोई जरूरत नहीं,1,0
COD, सीओडी,0,0
My address is Texas Austin., मेरा पता टेक्सास ऑस्टिन है।,2,0
veg toppings, शाकाहारी टॉपिंग,0,0
Okay. Would you like to have any drinks with the pizza?, ठीक। क्या आप पिज्जा के साथ कोई पेय पीना चाहेंगे?,3,0
i want only pizza, मुझे सिर्फ पिज्जा चाहिए,1,0
Great taste! Please have a look at our menu (https://www.mcdonalds.com/us/en-us/full-menu.html) to not miss out on your cravings., मजेदार स्वाद! कृपया हमारे मेन्यू (https://www.mcdonalds.com/us/en-us/full-menu.html) पर एक नजर डालें ताकि आपकी इच्छाएं छूट न जाएं।,3,2
COD \, कॉड \,0,0
I LIKE TO TWO ART LOVER, मुझे दो कला प्रेमी पसंद हैं,2,2
nothing enough, काफी कुछ नहीं,1,1
and tea, और चाय,0,0
-10087,-10087,0,0
yes, हां,2,0
i need soda, मुझे सोडा चाहिए,1,0
Thank you for choosing Blaze Pizza! Have a wonderful day!, ब्लेज़ पिज़्ज़ा चुनने के लिए धन्यवाद! शानदार दिन हो!,3,2
2 blue moon beer, 2 ब्लू मून बियर,0,0
yes, हां,2,0
ok, ठीक है,2,0
CHEESE,पनीर,0,0
Sure. The order is confirmed. The delivery time is approximately 45 minutes. The delivery executive will contact you in case of any queries., ज़रूर। आदेश की पुष्टि की जाती है। प्रसव का समय लगभग 45 मिनट है। किसी भी प्रश्न के मामले में वितरण कार्यकारी आपसे संपर्क करेगा।,2,0
yes, हां,2,0
YES, हां,2,2
With pleasure! Please note that after this you'll be guided to the payments section to make payments for the final order made., क्यों नहीं! कृपया ध्यान दें कि इसके बाद आपको किए गए अंतिम आदेश के लिए भुगतान करने के लिए भुगतान अनुभाग में निर्देशित किया जाएगा।,2,2
no, नहीं,1,1
WAIT A MINUTE.. I WOULD LIKE TO CHANGE MY ORDER.., एक मिनट रुकिए.. मैं अपना ऑर्डर बदलना चाहूंगा..,3,0
i would like to have one italian sausage and spicy red sauce, मुझे एक इटालियन सॉसेज और मसालेदार लाल चटनी चाहिए,2,0
madurai 6321459872, मदुरै 6321459872,0,0
6543219087,6543219087,0,0
"841 Baker Circle. East Elmhurst, NY 11370."," 841 बेकर सर्कल। ईस्ट एल्महर्स्ट, एनवाई 11370।",0,0
Alright!, ठीक है!,2,0
"Okay. Would you need  anything else? Salads, maybe?"," ठीक। क्या आपको कुछ और चाहिए होगा? सलाद, शायद?",3,0
"oh ok , i need to build my pizza"," ओह ठीक है, मुझे अपना पिज़्ज़ा बनाना है",2,0
"Awesome! Thank you sharing the information, your order will be delivered within an hour."," बहुत बढ़िया! जानकारी साझा करने के लिए धन्यवाद, आपका ऑर्डर एक घंटे के भीतर डिलीवर हो जाएगा।",3,2
"You're welcome! Thank you for trying our pizzas, we are always here whenever your hunger needs us. Enjoy your pizza!"," आपका स्वागत है! हमारे पिज्जा को आजमाने के लिए धन्यवाद, जब भी आपकी भूख को हमारी जरूरत होती है, हम हमेशा यहां होते हैं। अपने पिज्जा का आनंद लें!",3,2
Alright! What about a pizza to go with it?, ठीक है! इसके साथ जाने के लिए पिज्जा के बारे में क्या?,2,0
Hey! Good evening! Welcome to Blaze pizzas!! :) May I know what would you like to order from our menu?, अरे! सुसंध्या! ब्लेज़ पिज़्ज़ा में आपका स्वागत है !! :) क्या मैं जान सकता हूँ कि आप हमारे मेनू से क्या ऑर्डर करना चाहेंगे?,3,2
You're welcome. Is there anything else you'd like to have?,आपका स्वागत है। क्या कुछ और है जो आप लेना चाहेंगे?,3,2
ok, ठीक है,2,0
"Hello! Welcome to Blaze Pizza! I'll note the order. Before that, please could you share the delivery address and contact number?"," नमस्ते! ब्लेज़ पिज्जा में आपका स्वागत है! मैं आदेश नोट करूंगा। इससे पहले, क्या आप डिलीवरी का पता और संपर्क नंबर साझा कर सकते हैं?",3,0
Sure! Would you like to try on with drinks or salads?, ज़रूर! क्या आप पेय या सलाद के साथ प्रयास करना चाहेंगे?,3,0
"Thank you for visiting us, it was a pleasure to serve you. Have a great meal!"," हमारे पास आने के लिए धन्यवाद, आपकी सेवा करके खुशी हुई। बढ़िया खाना खाओ!",3,2
Delivery address: Kalai mukkiyam Church road.KN, डिलीवरी का पता: कलाई मुक्कियम चर्च रोड। केएन,1,0
Perfect! Your order will be delivered in an hour. Please pay the bill to the delivery person. Enjoy your food. Bye., उत्तम! आपका ऑर्डर एक घंटे में डिलीवर हो जाएगा। कृपया डिलीवरी वाले को बिल का भुगतान करें। अपने भोजन का आनंद लें। अलविदा।,2,2
Hope we are connected?, आशा है कि हम जुड़े हुए हैं?,2,0
i need 2 veg out pizza, मुझे 2 वेज आउट पिज्जा चाहिए,1,0
tnx, टीएनएक्स,2,0
"address: 563  lynnway,lynn ma 564"," पता: 563 लिनवे, लिन मा 564",1,0
Please have a look at our menu (https://www.mcdonalds.com/us/en-us/full-menu.html) to not miss out on your cravings., कृपया हमारे मेन्यू (https://www.mcdonalds.com/us/en-us/full-menu.html) पर एक नजर डालें ताकि आपकी इच्छाएं छूट न जाएं।,2,0
Okay. Shall I confirm the order?, ठीक। क्या मैं आदेश की पुष्टि करूं?,2,0
What about the fries?, फ्राइज़ के बारे में क्या?,1,0
NO THANKS," जी नहीं, धन्यवाद",3,1
"Hello! McDonald's welcomes you, what would you like to have? "," नमस्ते! मैकडॉनल्ड्स आपका स्वागत करता है, आप क्या लेना चाहेंगे?",3,0
"Alright! How would you like the crust of the pizza to be, high rise or gluten free?"," ठीक है! आप पिज्जा का क्रस्ट, हाई राइज या ग्लूटेन मुक्त कैसे होना चाहेंगे?",3,0
ONE SEA SALT COOKIE,एक समुद्री नमक कुकी,2,0
hi, नमस्ते,2,0
john smith, जॉन स्मिथ,0,0
YES, हां,2,2
Alright! Should I confirm your order for 3 small art lover pizza with 1 wine?, ठीक है! क्या मुझे 1 वाइन के साथ 3 छोटे कला प्रेमी पिज्जा के लिए आपके ऑर्डर की पुष्टि करनी चाहिए?,3,0
For sure! What would you like to have for the toppings?, पक्का! आप टॉपिंग के लिए क्या लेना चाहेंगे?,3,0
i need to built my own pizza, मुझे अपना खुद का पिज्जा बनाने की जरूरत है,2,0
Sure. Please have a look at our menu (https://www.mcdonalds.com/us/en-us/full-menu.html) to not miss out on your cravings., ज़रूर। कृपया हमारे मेन्यू (https://www.mcdonalds.com/us/en-us/full-menu.html) पर एक नजर डालें ताकि आपकी इच्छाएं छूट न जाएं।,2,0
"Yeah sure, Would you like to build your pizza or order for a signature pizza?"," हाँ ज़रूर, क्या आप अपना पिज़्ज़ा बनाना चाहेंगे या सिग्नेचर पिज़्ज़ा के लिए ऑर्डर देना चाहेंगे?",3,0
downtown street number 11, डाउनटाउन स्ट्रीट नंबर 11,0,0
May I go ahead and confirm your order?, क्या मैं आगे बढ़ सकता हूं और आपके आदेश की पुष्टि कर सकता हूं?,2,0
"Fantastic! Thank you for sharing the information, your order will reach you within an hour."," ज़बरदस्त! जानकारी साझा करने के लिए धन्यवाद, आपका आदेश एक घंटे के भीतर आप तक पहुंच जाएगा।",3,2
2 seasalt cookies, 2 सीसाल्ट कुकीज़,2,0
"Great! Thank you for the information. The meal will be delivered to you within an hour. Our delivery associate will give you a call, once he reaches there. I hope this will be helpful."," महान! जानकारी के लिए धन्यवाद। एक घंटे के भीतर आप तक भोजन पहुंचा दिया जाएगा। एक बार जब वह वहां पहुंच जाएगा, तो हमारा डिलीवरी सहयोगी आपको कॉल करेगा। मुझे उम्मीद है कि ये मददगार होगा।",3,2
How many of them you'd like to have?, आप उनमें से कितने रखना चाहेंगे?,1,0
hey there!! May I know your order please?, सुनो!! क्या मैं आपका आदेश जान सकता हूँ?,3,0
"Thank you for the information, your order will be delivered to you in an hour."," जानकारी के लिए धन्यवाद, आपका ऑर्डर एक घंटे में आप तक पहुंचा दिया जाएगा।",3,0
Could you also help me out with your name?,क्या आप भी अपने नाम के साथ मेरी मदद कर सकते हैं?,3,0
no thanks," जी नहीं, धन्यवाद",3,1
wesome! Could you please share your home address and phone number?, हम कुछ! क्या आप कृपया अपने घर का पता और फोन नंबर साझा कर सकते हैं?,3,2
YES, हां,2,2
"Sure, what size would you prefer?"," ज़रूर, आप किस आकार को पसंद करेंगे?",2,0
sorry goodbye, क्षमा करें अलविदा,2,0
WHITE TOP, सफेद टॉप,2,2
"Perfect! Thank you for sharing the information, your order will be delivered within an hour."," उत्तम! जानकारी साझा करने के लिए धन्यवाद, आपका ऑर्डर एक घंटे के भीतर डिलीवर हो जाएगा।",3,2
Perfect! Your order will be delivered to you in an hour., उत्तम! आपका ऑर्डर एक घंटे में आप तक पहुंचा दिया जाएगा।,2,2
Awesome! Could you please help me with your phone number and the address for delivery?, बहुत बढ़िया! क्या आप कृपया मुझे अपने फोन नंबर और डिलीवरी के पते के साथ मदद कर सकते हैं?,3,2
Awesome! That's a great choice! Would you like to add extra cheese to your pizzas?, बहुत बढ़िया! यह एक बढ़िया विकल्प है! क्या आप अपने पिज्जा में अतिरिक्त पनीर जोड़ना चाहेंगे?,3,2
CASH ON DELIVERY, डिलवरी पर नकदी,0,0
Amazing! How many would you want to order?, अद्भुत! आप कितने ऑर्डर करना चाहेंगे?,3,2
Alright! would that be all for today?, ठीक है! क्या आज के लिए इतना ही होगा?,2,0
ya i want sea salt cookie and tea, हां मुझे समुद्री नमक कुकी और चाय चाहिए,2,0
THANKS, धन्यवाद,3,2
Alright! Could you please specify your mode of payment?, ठीक है! क्या आप कृपया अपनी भुगतान विधि निर्दिष्ट कर सकते हैं?,2,0
COMPLETE MY ORDER, मेरा आदेश पूरा करें,0,2
"Hello! Welcome to McDonald's, what would you like to have?"," नमस्ते! मैकडॉनल्ड्स में आपका स्वागत है, आप क्या खाना चाहेंगे?",3,0
olive oil brownie, जैतून का तेल ब्राउनी,0,0
"You're welcome! Thanks for choosing us, hope you enjoy your food. "," आपका स्वागत है! हमें चुनने के लिए धन्यवाद, आशा है कि आप अपने भोजन का आनंद लेंगे।",3,2
cash on delivery, डिलवरी पर नकदी,0,0
Sure! May I please know the size you'd prefer?,ज़रूर! क्या मैं कृपया वह आकार जान सकता हूँ जिसे आप पसंद करेंगे?,3,0
enough for me, मेरे लिए काफी है,1,0
ok thanks, ठीक है धन्यवाद,3,0
Hello! Welcome to Blaze Pizza! What would you like to order today?, नमस्ते! ब्लेज़ पिज्जा में आपका स्वागत है! आज आप क्या ऑर्डर करना चाहेंगे?,3,0
yes, हां,2,0
fine., ठीक।,1,2
Are you referring to the Veg Out pizza?, क्या आप वेज आउट पिज्जा की बात कर रहे हैं?,1,0
Will that be all or would you like to make any changes to it?, क्या यह सब होगा या आप इसमें कोई बदलाव करना चाहेंगे?,3,0
COD, सीओडी,0,0
"Noted!! Thanks for sharing your details. As soon as the food is prepared our delivery agent will be out to delivery your order. You'll receive your order within an hour. If your starving we will mention here speed delivery, you will receive your order within 30 minutes!"," विख्यात!! अपना विवरण साझा करने के लिए धन्यवाद। जैसे ही खाना तैयार होगा हमारा डिलीवरी एजेंट आपके ऑर्डर की डिलीवरी के लिए निकल जाएगा। आपको एक घंटे के भीतर अपना आदेश प्राप्त हो जाएगा। यदि आप भूखे मर रहे हैं तो हम यहां स्पीड डिलीवरी का उल्लेख करेंगे, आपको 30 मिनट के भीतर अपना ऑर्डर प्राप्त हो जाएगा!",3,2
Hello! Good morning! Welcome to McDonald's! :), नमस्ते! सुबह बख़ैर! मैकडॉनल्ड्स में आपका स्वागत है! :),3,0
"address: 24833 Johnt Reidprkw, Scottsboro AL 35768 contact no: 631 458 6931"," पता: 24833 Johnt Reidprkw, Scottsboro AL 35768 संपर्क नंबर: 631 458 6931",1,0
"Noted!! Thanks for sharing your details. As soon as the food is prepared our delivery agent will be out to delivery your order. You'll receive your order within an hour. If your starving we will mention here speed delivery, you will receive your order within 30 minutes!"," विख्यात!! अपना विवरण साझा करने के लिए धन्यवाद। जैसे ही खाना तैयार होगा हमारा डिलीवरी एजेंट आपके ऑर्डर की डिलीवरी के लिए निकल जाएगा। आपको एक घंटे के भीतर अपना आदेश प्राप्त हो जाएगा। यदि आप भूखे मर रहे हैं तो हम यहां स्पीड डिलीवरी का उल्लेख करेंगे, आपको 30 मिनट के भीतर अपना ऑर्डर प्राप्त हो जाएगा!",3,2
"Noted!! Thanks for being so patient and sharing that information, Once the food is ready, our delivery agent will quickly deliver your meal to you :) I'd also like to inform you that you'll receive your order within 50 minutes."," विख्यात!! इतना धैर्य रखने और उस जानकारी को साझा करने के लिए धन्यवाद, एक बार खाना तैयार हो जाने के बाद, हमारा डिलीवरी एजेंट आपके भोजन को जल्दी से आप तक पहुंचाएगा :)",3,2
Sure! May I know how many meat eaters would you like to order?, ज़रूर! क्या मैं जान सकता हूँ कि आप कितने मांस खाने वालों को आर्डर देना चाहेंगे?,3,0
Great! Would you also like to order any salad?, महान! क्या आप भी कोई सलाद ऑर्डर करना चाहेंगे?,3,2
Can you guys deliver?, क्या आप लोग पहुंचा सकते हैं?,2,0
THANKS, धन्यवाद,3,2
"We have varieties of veggies, what kind of veggies you'd like to have?"," हमारे पास कई प्रकार की सब्जियां हैं, आप किस तरह की सब्जियां खाना चाहेंगे?",2,0
YES, हां,2,2
hi, नमस्ते,2,0
i have veg toppings, मेरे पास वेज टॉपिंग है,1,0
bye, अलविदा,2,0
YES I WANT PIZZA, हाँ मुझे पिज्जा चाहिए,2,2
hi, नमस्ते,2,0
Sure! Would you like to build your own or order for a signature pizza?,ज़रूर! क्या आप अपना खुद का बनाना चाहते हैं या सिग्नेचर पिज़्ज़ा के लिए ऑर्डर करना चाहते हैं?,3,0
"That's so lovely, and yes the day will become even more wonderful after you have the pizza. What size of pizza would you like to have? :)"," यह बहुत प्यारा है, और हाँ आपके पिज्जा खाने के बाद दिन और भी शानदार हो जाएगा। आप किस आकार का पिज्जा खाना चाहेंगे? :)",3,2
"You're welcome! Thanks for choosing us, have a wonderful day ahead! "," आपका स्वागत है! हमें चुनने के लिए धन्यवाद, आने वाला दिन शानदार हो!",3,2
Hi Cameron, हाय कैमरून,3,0
Please note that after this you'll be guided to the payments section to make payments for the final order made., कृपया ध्यान दें कि इसके बाद आपको किए गए अंतिम आदेश के लिए भुगतान करने के लिए भुगतान अनुभाग में निर्देशित किया जाएगा।,2,0
Sure! Would you like to add any toppings to the pizza?, ज़रूर! क्या आप पिज्जा में कोई टॉपिंग जोड़ना चाहेंगे?,3,0
Would you like to order mouth watering s'more pie to your cart?, क्या आप अपने कार्ट में माउथ वॉटरिंग s'more पाई ऑर्डर करना चाहेंगे?,3,0
YES  1 TEA, हाँ 1 चाय,2,2
Perfect! I have placed your order it will be delivered to you within 1 hour. Is that okay?," उत्तम! मैंने आपका ऑर्डर दे दिया है, यह 1 घंटे के भीतर आपको डिलीवर कर दिया जाएगा। क्या ये ठीक है?",3,2
SODA, सोडा,0,0
1 pc, 1 पीसी,0,0
NO THANKS," जी नहीं, धन्यवाद",3,1
HAI, हाई,2,0
Could you please specify which veggies would you like to add?, क्या आप कृपया निर्दिष्ट कर सकते हैं कि आप कौन सी सब्जियां जोड़ना चाहेंगे?,3,0
NO, ना,1,1
Yes please., हाँ कृपया।,3,0
do fast, जल्दी करो,0,0
I NEED 2 VEG OUT PIZZA, मुझे 2 वेज आउट पिज़्ज़ा चाहिए,1,0
ph:984 452 1236, फोन:984 452 1236,0,0
Thin., पतला।,2,1
bye, अलविदा,2,0
