ENG_utterances,HIN_utterances,politeness,sentiment
"Awesome! I just spoke to the concerned team, you can visit our nearest store they'll help you in this regard. you'll have to show them your insurance copy proof give them the required details. they'll do the best possible for you. I hope that would be okay?","बहुत बढ़िया! मैंने अभी संबंधित टीम से बात की है, आप हमारे नजदीकी स्टोर पर जा सकते हैं, वे इस संबंध में आपकी मदद करेंगे। आपको उन्हें अपना बीमा प्रति प्रमाण दिखाना होगा और उन्हें आवश्यक विवरण देना होगा। वे आपके लिए हर संभव कोशिश करेंगे। मुझे आशा है कि यह ठीक होगा?",3,1
ACTUALLY MY IPHONE SCREEN GOT CRACKED.. AND I WANT TO CLAIM THE PHONE INSURANCE OF IT.., वास्तव में मेरे आईफोन की स्क्रीन खराब हो गई.. और मैं इसके फोन बीमा का दावा करना चाहता हूं..,1,1
ok, ठीक है,2,0
"My cell phone screen just now cracked,"," मेरे सेल फोन की स्क्रीन अभी-अभी टूटी है,",1,1
MAKE OF THE CAR - TOYOTA AND MODEL OF THE CAR - VERSO, कार का निर्माण - टोयोटा और कार का मॉडल - VERSO,0,0
NAME: MILAGROS, नाम: मिलाग्रोस,0,0
ok, ठीक है,2,0
Always a pleasure! Is there anything else I may assist you with?, हमेशा एक खुशी की बात है! क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,3,2
"Raj to go ahead and find your documents I'll be needing more details. Hence, could you please help me out with the make and the model of your car? "," राज आगे बढ़ो और अपने दस्तावेज़ ढूंढो मुझे और विवरण की आवश्यकता होगी। इसलिए, क्या आप कृपया अपनी कार के मेक और मॉडल के बारे में मेरी मदद कर सकते हैं?",3,0
Thank you for your valuable information, आपकी बहुमूल्य जानकारी के लिए धन्यवाद,3,2
gunalan, गुनालान,0,0
Perfect! Would you now help me with your car details? May I know the make and model of your car?, उत्तम! क्या अब आप अपनी कार के विवरण में मेरी मदद करेंगे? क्या मैं आपकी कार का मेक और मॉडल जान सकता हूँ?,3,2
i want status of my claim, मुझे अपने दावे की स्थिति चाहिए,3,0
Awesome! May I know the year car was made?, बहुत बढ़िया! क्या मैं जान सकता हूँ कि कार किस वर्ष बनी थी?,3,2
email address: nilaani@gmail.com, ईमेल पता: nilaani@gmail.com,1,0
Lilly Catteru,लिली कैटरू,0,0
Great! please allow me a moment to check the details., महान! कृपया मुझे विवरण जांचने के लिए एक क्षण दें।,3,2
Definitely! I'd be glad to help you with that. May I know your full name and the last 4 digits of your SSN number?, निश्चित रूप से! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या मैं आपका पूरा नाम और आपके SSN नंबर के अंतिम 4 अंक जान सकता हूँ?,3,2
Perfect! Could you please hold on for a moment until I check with my team?, उत्तम! क्या आप कृपया एक पल के लिए रुक सकते हैं जब तक कि मैं अपनी टीम के साथ जांच नहीं कर लेता?,3,2
Superb! Please give me a moment to process the request., शानदार! कृपया मुझे अनुरोध संसाधित करने के लिए एक क्षण दें।,3,2
"Ok, I wait for your information. "," ठीक है, मैं आपकी जानकारी की प्रतीक्षा कर रहा हूँ।",0,0
HIF56@GMAIL.COM, HIF56@GMAIL.COM,2,0
Hi! How may I help you?, नमस्ते! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
hi, नमस्ते,2,0
HI, नमस्ते,2,0
Thank you for staying on hold. I've processed your request. You'll be receiving the proof of insurance in 2 days. Is there anything else that I may help you with?, रुके रहने के लिए धन्यवाद। मैंने आपका अनुरोध संसाधित कर दिया है। आपको 2 दिनों में बीमा का प्रमाण मिल जाएगा। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
2016,2016,0,0
"Thank you for reaching out to us, I’m glad I could resolve this for you. Have a great day!"," हमसे संपर्क करने के लिए धन्यवाद, मुझे खुशी है कि मैं आपके लिए इसका समाधान कर सका। आपका दिन अच्छा रहे!",3,2
"I hope you have a great day ahead. Goodbye! 
", मुझे आशा है कि आपके लिए आगे एक अच्छा दिन होगा। अलविदा!,3,2
Hi, नमस्ते,3,0
Hi, नमस्ते,3,0
no thanks," जी नहीं, धन्यवाद",3,1
I apologize. May I know your email address please?, मैं क्षमाप्रार्थी हूं। क्या मैं आपका ईमेल पता कृपया जान सकता हूँ?,3,0
That's great! I appreciate your patience. Please just give me a minute to get this done!, एक दम बढ़िया! मैं आपके धैर्य की सराहना करता हूँ। कृपया मुझे इसे पूरा करने के लिए एक मिनट दें!,3,2
screen fixing, स्क्रीन फिक्सिंग,0,0
"I'm afraid that I might not be able to help you with that. If you want your screen to be fixed, please visit our nearest service center. I could help you with the replacement. Is there anything else that I may help you with?","मुझे डर है कि कहीं मैं इसमें आपकी मदद न कर सकूं। यदि आप चाहते हैं कि आपकी स्क्रीन ठीक हो जाए, तो कृपया हमारे नजदीकी सेवा केंद्र पर जाएँ। मैं प्रतिस्थापन के साथ आपकी मदद कर सकता हूं। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,0
Will there be anything else I may assist you in?, क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,2,0
"Sure, what can I do for you?", बिलकुल मैं आपके लिए क्या कर सकता हूँ?,2,0
Perfect! Allow me a moment to cross check the details and process the request., उत्तम! मुझे विवरणों की जांच करने और अनुरोध को संसाधित करने के लिए एक क्षण का समय दें।,3,2
hai, हाय,2,0
"Sure, thank you. Please could you share the car's make and model?"," पक्का, आपका धन्यवाद। कृपया क्या आप कार का मेक और मॉडल साझा कर सकते हैं?",3,0
oh I did a mistake whule telling claim number it is ASF236," ओह, मैंने दावा संख्या बताते हुए गलती की, यह ASF236 है",2,0
Hi, नमस्ते,2,0
"Oh no! That's so sad, I'll be glad to help you out. However, to proceed further I'll require your details. May I know your full name please?"," धत्तेरे की! यह बहुत दुख की बात है, मुझे आपकी मदद करने में खुशी होगी। हालांकि, आगे बढ़ने के लिए मुझे आपके विवरण की आवश्यकता होगी। क्या मैं आपका पूरा नाम जान सकता हूँ?",3,1
"Brenda Noble
", बे्रन्डा नोबल,1,0
"Could you please share your registered mail id? You shall receive it at your registered mailing address.
", क्या आप कृपया अपनी पंजीकृत मेल आईडी साझा कर सकते हैं? आप इसे अपने पंजीकृत डाक पते पर प्राप्त करेंगे।,3,0
thanga durai, थंगा दुरई,0,0
"For sure, may I know the policy number please?"," निश्चित रूप से, क्या मैं कृपया पॉलिसी नंबर जान सकता हूं?",2,0
You're welcome! Have a good day., आपका स्वागत है! आपका दिन शुभ हो।,2,2
"claim my insurance status
", मेरी बीमा स्थिति का दावा करें,0,0
"Hello there, A very Good morning! I hope your having an amazing day! How may I help you?","नमस्ते वहाँ, एक बहुत सुप्रभात! मुझे आशा है कि आपका दिन अद्भुत हो! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?",3,2
Ok, ठीक,0,0
Thank you. Could you please share the car details you'd require a proof of? I'll be asking you few questions in this regard., शुक्रिया। क्या आप कृपया कार विवरण साझा कर सकते हैं जिसके लिए आपको प्रमाण की आवश्यकता होगी? इस संबंध में मैं आपसे कुछ प्रश्न पूछूंगा।,3,0
YEAR - 2014, वर्ष - 2014,0,0
2015,2015,0,0
I appreciate your patience! I have made a request to mail the copy of insurance at your registered address. You'll receive it within 2-3 business days. I hope this will be helpful., मैं आपके धैर्य की सराहना करता हूँ! मैंने आपके पंजीकृत पते पर बीमा की प्रति डाक से भेजने का अनुरोध किया है। आप इसे 2-3 व्यावसायिक दिनों के भीतर प्राप्त कर लेंगे. मुझे उम्मीद है कि ये मददगार होगा।,3,2
"Hello there! How may I help you?
", नमस्ते! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
May I know what exactly happen to your phone?, क्या मैं जान सकता हूँ कि वास्तव में आपके फ़ोन का क्या होता है?,2,0
"Hey Vanderavort, Could you please share your phone number and email address on your account? "," हे वांडरवार्ट, क्या आप कृपया अपने खाते पर अपना फोन नंबर और ईमेल पता साझा कर सकते हैं?",3,0
VIJI@GMAIL.COM, VIJI@GMAIL.COM,0,0
Hai., हाय।,2,0
