ENG_utterances,HIN_utterances,politeness,sentiment
ok thanks, ठीक है धन्यवाद,3,0
Hey there! Good morning. Welcome to LMT cable services. How may I assist you?,सुनो! सुबह बख़ैर। एलएमटी केबल सेवाओं में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
I want to purchase internet, मुझे इंटरनेट खरीदना है,1,0
HAI, हाई,2,0
Perfect! Please allow me a moment while I go ahead and check with your account., उत्तम! कृपया मुझे कुछ समय दें जब तक मैं आगे बढ़ूं और आपके खाते से जांच करूं।,3,2
"Perfect! Thanks for sharing the details, may I please know which service would you like to sign up for?"," उत्तम! विवरण साझा करने के लिए धन्यवाद, क्या मैं कृपया जान सकता हूं कि आप किस सेवा के लिए साइन अप करना चाहेंगे?",3,2
"You are always welcome. Your internet data plan will be activated shortly. Thanks for choosing our service. It was a nice time assisting you. For further queries, please feel free to reach out to us anytime."," आपका हमेशा स्वागत है। आपका इंटरनेट डेटा प्लान शीघ्र ही सक्रिय हो जाएगा। हमारी सेवा चुनने के लिए धन्यवाद। आपकी सहायता करने का यह एक अच्छा समय था। अधिक प्रश्नों के लिए, कृपया बेझिझक हमसे कभी भी संपर्क करें।",3,2
NOTHING ELSE, और कुछ नहीं,2,0
Good morning! You've reached Net link Media/Cable Services. How may I help you?, सुबह बख़ैर! आप नेट लिंक मीडिया/केबल सेवाओं पर पहुंच गए हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
"Surely! I'll certainly book your connection. To proceed further I'll need your details, May I know your city name and zip code please? "," निश्चित रूप से! मैं आपका कनेक्शन जरूर बुक करूंगा। आगे बढ़ने के लिए मुझे आपके विवरण की आवश्यकता होगी, क्या मैं आपके शहर का नाम और ज़िप कोड जान सकता हूँ?",3,0
Please restart the router once., कृपया एक बार राउटर को पुनरारंभ करें।,2,0
"sure,"," ज़रूर,",2,0
okay, ठीक है,2,0
BYE, अलविदा,2,0
hai, हाय,2,0
"Well, The plans we offer are 1 GB, 5 GB, 10 GB and the prices are $5, $25 and $50 respectively.
"," खैर, हम जो प्लान पेश करते हैं वे हैं 1 जीबी, 5 जीबी, 10 जीबी और कीमतें क्रमशः $ 5, $ 25 और $ 50 हैं।",1,0
54327,54327,0,0
Great! I'd be glad to help you with that. Could you please help me with your city's name?,महान! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या आप कृपया अपने शहर के नाम के साथ मेरी मदद कर सकते हैं?,3,2
Thanks Jesse! May I please know your home address?, धन्यवाद जेसी! क्या मैं आपके घर का पता जान सकता हूँ?,3,2
"Thanks for being considerate. I've shared your details with my team, After this chat you'll receive a call from our team, they'll ask for your personal details. please cooperate with them. You'll get your username and password through a text message. Please login to our website i.e. www.dlink.com and your service will get activated. 
"," विचारशील होने के लिए धन्यवाद। मैंने आपका विवरण अपनी टीम के साथ साझा किया है, इस चैट के बाद आपको हमारी टीम से एक कॉल प्राप्त होगी, वे आपकी व्यक्तिगत जानकारी मांगेंगे। कृपया उनका सहयोग करें। आपको एक टेक्स्ट संदेश के माध्यम से अपना उपयोगकर्ता नाम और पासवर्ड प्राप्त होगा। कृपया हमारी वेबसाइट www.dlink.com पर लॉग इन करें और आपकी सेवा सक्रिय हो जाएगी।",3,2
Please do reach out to us in case of any further queries. Looking forward to seeing you soon again! Have a great day ahead! Good bye!, कृपया किसी और प्रश्न के मामले में हमसे संपर्क करें। जल्द ही आपको फिर से देखने के लिए उत्सुक हैं! आगे एक महान दिन हो! अलविदा!,3,2
Superb! Could you please help me with the zip code of Washington?, शानदार! क्या आप कृपया मुझे वाशिंगटन के ज़िप कोड में मदद कर सकते हैं?,3,2
"I dont believe so, thanks for all of the help!"," मुझे ऐसा विश्वास नहीं है, सभी मदद के लिए धन्यवाद!",3,2
Thank you, आपको धन्यवाद,2,2
sure, ज़रूर,2,0
5GB, 5GB,0,0
"Sure, it is Dallas and the zip is 48392"," ज़रूर, यह डलास है और ज़िप 48392 . है",2,0
For sure! May I know the name of the city you'd want to setup the connection at please?, पक्का! क्या मैं उस शहर का नाम जान सकता हूँ जहाँ आप कृपया कनेक्शन स्थापित करना चाहते हैं?,3,0
Hi, नमस्ते,3,0
Thank you so much for contacting us. Please let us know your valuable feedback. You've a great day ahead.,हमसे संपर्क करने के लिए आपका बहुत-बहुत धन्यवाद। कृपया हमें अपनी बहुमूल्य प्रतिक्रिया बताएं। आपका आने वाला दिन बहुत अच्छा है।,3,2
"Sure, you've been successfully registered for this service connection. The installation team will reach out to you and the connection will be made within the next 24 hours?"," ज़रूर, आप इस सेवा कनेक्शन के लिए सफलतापूर्वक पंजीकृत हो गए हैं। इंस्टालेशन टीम आप तक पहुंचेगी और अगले 24 घंटों के भीतर कनेक्शन कर दिया जाएगा?",2,1
10gb, 10जीबी,0,0
You're welcome! Would there be anything else I may assist you with?, आपका स्वागत है! क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,3,2
"Yes, my name is James Taylor and the account number 423576"," हां, मेरा नाम जेम्स टेलर है और खाता संख्या 423576",2,0
Perfect! Please allow me a minute while I get this done for you., उत्तम! कृपया मुझे एक मिनट का समय दें जब तक कि मैं आपके लिए यह कर दूं।,3,2
NOTHING ELSE, और कुछ नहीं,2,0
Yes please call me in that case. It would be far better., हाँ कृपया मुझे उस मामले में कॉल करें। यह कहीं बेहतर होगा।,3,0
May I please know your city name?, क्या मैं आपके शहर का नाम जान सकता हूँ?,3,0
"Awesome! Thank you for reaching out to us, hope you'll have a great day ahead! "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आगे आपका दिन बहुत अच्छा रहेगा!",3,2
no thanks," जी नहीं, धन्यवाद",3,1
hi, नमस्ते,2,0
"Superb! That's a great choice. You can avail 1 GB internet data plan after you complete the subscription process. Do you have any query or would you like to know anything about your selected data plan?
", शानदार! यह एक बढ़िया विकल्प है। सब्सक्रिप्शन प्रक्रिया पूरी करने के बाद आप 1 जीबी इंटरनेट डेटा प्लान का लाभ उठा सकते हैं। क्या आपके पास कोई प्रश्न है या आप अपने चयनित डेटा प्लान के बारे में कुछ जानना चाहेंगे?,3,2
"5087, bowling green station, newyork.
"," 5087, बॉलिंग ग्रीन स्टेशन, न्यूयॉर्क।",2,0
5 GB, 5 जीबी,0,0
Please gohead & Confirm the 10 GB plan Jamie,कृपया आगे बढ़ें और 10 जीबी योजना की पुष्टि करें जेमी,2,0
ok, ठीक है,2,0
Yes, हाँ,2,0
"Additionally, I would like to know in which data plan are you interested in. We have 1 GB that costs $5, 5 GB that costs $25 and 10 GB that costs $50 respectively.  "," इसके अतिरिक्त, मैं जानना चाहता हूं कि आप किस डेटा प्लान में रुचि रखते हैं। हमारे पास 1 जीबी है जिसकी कीमत $ 5 है, 5 जीबी है जिसकी कीमत $ 25 और 10 जीबी है जिसकी कीमत क्रमशः $ 50 है।",3,0
Oh thats nice thank's for your information. I will make use of it., ओह यह अच्छा है आपकी जानकारी के लिए धन्यवाद। मैं इसका इस्तेमाल करूंगा।,3,2
Sure! I'll definitely help you with that. Could you please help me with the city and zip code?, ज़रूर! मैं इसमें आपकी जरूर मदद करूंगा। क्या आप कृपया मुझे शहर और ज़िप कोड के साथ मदद कर सकते हैं?,3,0
Perfect! The 5 GB will be now activated and it will cost you $5 including all taxes., उत्तम! 5 जीबी अब सक्रिय हो जाएगा और सभी करों सहित इसकी कीमत आपको $ 5 होगी।,2,2
You're most welcome! Would there be anything else I may help you with?, आपका स्वागत है! क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,3,2
Thanks for sharing your details. What service type would you like to purchase? Is it cable. internet or phone?, अपना विवरण साझा करने के लिए धन्यवाद। आप किस प्रकार की सेवा खरीदना चाहेंगे? क्या यह केबल है। इंटरनेट या फोन?,3,0
"You're most welcome, thank you for reaching out to us. Have an awesome day ahead!"," आपका बहुत-बहुत स्वागत है, हमसे संपर्क करने के लिए धन्यवाद। आगे का दिन शानदार हो!",3,2
"Williamson Jan, 6676 9879 3456"," विलियमसन जनवरी, 6676 9879 3456",0,0
"Thanks for sharing your details. As of now we've 1 GB, 5 GB and 10 GB data plans. Which one you'd like to buy? "," अपना विवरण साझा करने के लिए धन्यवाद। अभी तक हमारे पास 1 जीबी, 5 जीबी और 10 जीबी डेटा प्लान हैं। आप कौन सा खरीदना चाहेंगे?",3,0
"Perfect! Thank you for that. Allow me a moment, while I get this done for you.","उत्तम! उसके लिये आपका धन्यवाद। मुझे एक क्षण का समय दें, जब तक कि मैं आपके लिए यह कर दूं।",3,2
hi, नमस्ते,2,0
okay goodbye have a nice day, ठीक है अलविदा आपका दिन शुभ हो,3,0
"Hi there! Fast net cable services , how may I help you?
"," नमस्ते! फास्ट नेट केबल सेवाएं, मैं आपकी कैसे मदद कर सकता हूं?",3,0
hello, नमस्ते,2,0
"Thank you for sharing the details. We have different data services like internet, phone and the cable services which includes data plans such as 1GB, 5GB and 10GB. which one would you like to purchase?"," विवरण साझा करने के लिए धन्यवाद। हमारे पास इंटरनेट, फोन और केबल सेवाओं जैसी विभिन्न डेटा सेवाएं हैं जिनमें 1GB, 5GB और 10GB जैसे डेटा प्लान शामिल हैं। आप कौन सा खरीदना चाहेंगे?",3,0
That's okay completely., यह पूरी तरह से ठीक है।,2,0
ok thanks, ठीक है धन्यवाद,3,0
I would like to know why my bill keeps going up every month., मैं जानना चाहता हूं कि मेरा बिल हर महीने क्यों बढ़ता रहता है।,3,1
"Congratulations! Your new 10 GB internet  connection is confirmed were our executives will reach you within 2-3 days for the installation. You are now a part of Net Link cable/media services, and I've also created an account of your with us, for any further queries you can look up to our website i.e www.netlink.com. "," बधाई हो! आपके नए 10 जीबी इंटरनेट कनेक्शन की पुष्टि हो गई है, हमारे अधिकारी इंस्टॉलेशन के लिए 2-3 दिनों के भीतर आप तक पहुंच जाएंगे। अब आप नेट लिंक केबल/मीडिया सेवाओं का हिस्सा हैं, और मैंने आपके साथ एक खाता भी बनाया है, किसी भी अन्य प्रश्न के लिए आप हमारी वेबसाइट www.netlink.com पर देख सकते हैं।",2,2
I want to get a new connection, मैं एक नया कनेक्शन लेना चाहता हूँ,1,0
NEW YORK CITY, न्यूयॉर्क शहर,0,0
Perfect. Your request for the desired service has been raised and our agent will contact you for the installation at your convenient time. Is there anything else I could help you with?,उत्तम। वांछित सेवा के लिए आपका अनुरोध उठाया गया है और हमारे एजेंट आपके सुविधाजनक समय पर स्थापना के लिए आपसे संपर्क करेंगे। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
I NEED A INTERNET CONNECTION, मुझे इंटरनेट कनेक्शन चाहिए,1,0
Hope we are connected?, आशा है कि हम जुड़े हुए हैं?,2,0
ewnew yourk, एवन्यू योर्क,2,0
"Awesome! just for verification purpose, may I know the last 4 digits of your SSN please?"," बहुत बढ़िया! केवल सत्यापन के उद्देश्य से, क्या मैं आपके SSN के अंतिम 4 अंक जान सकता हूँ?",3,2
Sure Could you please help me knowing that which service are you looking for (Phone/Internet/cable)?, निश्चित रूप से क्या आप कृपया मुझे यह जानने में मदद कर सकते हैं कि आप किस सेवा की तलाश में हैं (फोन/इंटरनेट/केबल)?,3,0
I would like to inform that i need to connect new phone service., मैं सूचित करना चाहता हूं कि मुझे नई फोन सेवा कनेक्ट करने की आवश्यकता है।,3,0
"Absolutely! I'll be glad to help you, my I please know your name and email address?"," बिल्कुल! मुझे आपकी मदद करने में खुशी होगी, मेरी कृपया मुझे आपका नाम और ईमेल पता पता है?",3,2
ok, ठीक है,2,0
GOA AND 234519, गोवा और 234519,0,0
Sure. Could you please help me with your City and Zipcode? So that I can find best services available near you., ज़रूर। क्या आप कृपया मुझे अपने शहर और ज़िप कोड में मदद कर सकते हैं? ताकि मैं आपके आस-पास उपलब्ध सर्वोत्तम सेवाओं को ढूंढ सकूं।,3,0
Please elaborate on your query., कृपया अपनी क्वेरी को विस्तृत करें।,2,0
"Absolutely! I'll be able to help you in this, may I please know the city you belong to and its zip code?"," बिल्कुल! मैं इसमें आपकी मदद कर सकूंगा, क्या मैं कृपया उस शहर के बारे में जान सकता हूं जिससे आप संबंधित हैं और उसका ज़िप कोड?",3,0
67894,67894,0,0
good morning sir, सुप्रभात सर,3,2
HELLO, नमस्ते,2,0
ok thank you, ठीक है धन्यवाद,3,0
"Perfect! The monthly charges for 5 GB internet data plan is $150 including all the taxes. Since you are our new customer, we would like to offer you a promotional discount of 10%. Would you like to confirm your subscription for the 5 GB internet data plan?","उत्तम! 5 जीबी इंटरनेट डेटा प्लान का मासिक शुल्क सभी करों सहित $150 है। चूंकि आप हमारे नए ग्राहक हैं, इसलिए हम आपको 10% की प्रचार छूट प्रदान करना चाहेंगे। क्या आप 5 जीबी इंटरनेट डेटा प्लान के लिए अपनी सदस्यता की पुष्टि करना चाहेंगे?",3,2
2561,2561,0,0
Thanks for your help., आपकी सहायता के लिए धन्यवाद.,3,2
For sure! May I know the name of the city and the zip code please?, पक्का! क्या मैं शहर का नाम और ज़िप कोड जान सकता हूँ?,2,0
"want to purchase new cable
", नई केबल खरीदना चाहते हैं,1,0
Hello! Welcome to prodesk cable services. How may I help you today?, नमस्ते! प्रोडेस्क केबल सेवाओं में आपका स्वागत है। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
"Well, I was thinking of the 5gb plan, how much is that ?"," खैर, मैं 5GB प्लान के बारे में सोच रहा था, वह कितने का है?",3,0
I WILL HAVE 5GB PLAN, मेरे पास 5GB का प्लान होगा,2,0
We look forward to satisfy our customers in the best way possible. Kindly log onto our website - www.infocable.com Good Day!, हम अपने ग्राहकों को सर्वोत्तम संभव तरीके से संतुष्ट करने के लिए तत्पर हैं। कृपया हमारी वेबसाइट - www.infocable.com पर लॉग इन करें शुभ दिन!,3,2
No problem! It's wonderful to have you with us as a customer. Good bye!, कोई बात नहीं! एक ग्राहक के रूप में आपका हमारे साथ होना अद्भुत है। अलविदा!,3,2
10GB, 10जीबी,0,0
okay, ठीक है,2,0
Have a great day ahead and take care. Goodbye :), आपका दिन अच्छा बीते और अपना ख्याल रखें। अलविदा :),3,2
Please do reach out to us in case of any further queries. Looking forward to seeing you soon again! Have a great day ahead! Good bye!, कृपया किसी और प्रश्न के मामले में हमसे संपर्क करें। जल्द ही आपको फिर से देखने के लिए उत्सुक हैं! आगे एक महान दिन हो! अलविदा!,3,2
10GB5GB, 10GB5GB,0,0
"cancel my cable service
", मेरी केबल सेवा रद्द करें,0,1
"melur 625101
", मेलुर 625101,0,0
ok, ठीक है,2,0
"That's perfect! As you see we serve the 3 plans those are: basic ($50 per month - 50 channels), premium ($75 per month - 75 channels), and platinum ($100 per month - all channels) and the current promotions for each of the cable are 10% off premium cable if you sign for a 3 month contract or 15% off platinum cable if you sign for a 3 month contract.  ","यह बिल्कुल सही है! जैसा कि आप देख रहे हैं कि हम 3 योजनाओं की सेवा करते हैं: मूल ($ 50 प्रति माह - 50 चैनल), प्रीमियम ($ 75 प्रति माह - 75 चैनल), और प्लैटिनम ($ 100 प्रति माह - सभी चैनल) और प्रत्येक केबल के लिए वर्तमान प्रचार यदि आप 3 महीने के अनुबंध के लिए साइन करते हैं या 3 महीने के अनुबंध पर हस्ताक्षर करते हैं तो प्लैटिनम केबल पर 15% की छूट प्रीमियम केबल पर 10% है।",2,2
BOSTON CITY, बोस्टन शहर,0,0
no thanks," जी नहीं, धन्यवाद",3,1
BYE, अलविदा,2,0
mahesh, महेशो,0,0
August month cable bil status., अगस्त माह केबल बिल की स्थिति।,0,1
"Thank you very much, for the internet service we have 1 GB, 5 GB and 10 GB data plans. Could you please let me know which data plan you'd like to purchase? "," बहुत-बहुत धन्यवाद, इंटरनेट सेवा के लिए हमारे पास 1 जीबी, 5 जीबी और 10 जीबी डेटा प्लान हैं। क्या आप कृपया मुझे बता सकते हैं कि आप कौन सा डेटा प्लान खरीदना चाहते हैं?",3,0
"Good choice! I'd like to inform you that the 5Gb data plan would cost you $10 per month, would you want me to confirm the plan?"," अच्छा विकल्प! मैं आपको सूचित करना चाहता हूं कि 5Gb डेटा प्लान की कीमत आपको $10 प्रति माह होगी, क्या आप चाहते हैं कि मैं योजना की पुष्टि करूं?",3,2
"Thank you for reaching out to us, please feel free to reach out to us for further concerns. Have an awesome day ahead!"," हमसे संपर्क करने के लिए धन्यवाद, कृपया आगे की चिंताओं के लिए हमसे बेझिझक संपर्क करें। आगे का दिन शानदार हो!",3,2
Thank you. The 5 GB will cost you $5 including all taxes. I will activate the same for you., शुक्रिया। 5 जीबी की कीमत आपको सभी करों सहित $ 5 होगी। मैं आपके लिए इसे सक्रिय कर दूंगा।,3,2
Thank you for choosing our services. I had a good time assisting you. Please feel free to reach out to us for further queries. Have a nice day!,हमारी सेवाओं को चुनने के लिए धन्यवाद। मेरे पास आपकी सहायता करने का अच्छा समय था। कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। आपका दिन शुभ हो!,3,2
HI, नमस्ते,2,0
Ok sir, जी महोदय,2,0
"no, that should do it."," नहीं, यह करना चाहिए।",1,0
hai, हाय,2,0
"HI,GOOD MORNING", हाय सुप्रभात,3,0
"Nothing else, Thank you for your information. Have a nice day to chat with you. "," और कुछ नहीं, आपकी जानकारी के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
"Hello! Welcome to Zoom services, may I know how may I help you? "," नमस्ते! ज़ूम सेवाओं में आपका स्वागत है, क्या मैं जान सकता हूँ कि मैं आपकी कैसे मदद कर सकता हूँ?",3,0
"Awesome! Thank you for connecting with us, hope you'll have a great day ahead! "," बहुत बढ़िया! हमारे साथ जुड़ने के लिए धन्यवाद, आशा है कि आपका आने वाला दिन बहुत अच्छा होगा!",3,2
mumbai 41650, मुंबई 41650,0,0
like to purchase, खरीदना पसंद है,2,0
"Awesome! Thank you for the details. We provide cable, internet and phone services. Which one of these would you like to subscribe?"," बहुत बढ़िया! विवरण के लिए धन्यवाद। हम केबल, इंटरनेट और फोन सेवाएं प्रदान करते हैं। आप इनमें से किसकी सदस्यता लेना चाहेंगे?",3,2
ok, ठीक है,2,0
"Great choice! We also have monthly discounts for our platinum cable users. Our technical agent will visit you for cable installation, they're available form 8AM-7PM, what time you would prefer? "," बहुत बढ़िया पसंद! हमारे प्लेटिनम केबल उपयोगकर्ताओं के लिए हमारे पास मासिक छूट भी है। हमारे तकनीकी एजेंट केबल स्थापना के लिए आपके पास आएंगे, वे सुबह 8 बजे से शाम 7 बजे तक उपलब्ध हैं, आप किस समय पसंद करेंगे?",3,2
5 GB, 5 जीबी,0,0
Fantastic! Thanks for contacting us. I'm glad I could resolve your query. We look forward for long and successful association. Have a great day ahead., ज़बरदस्त! हमे संपर्क करने के लिए धन्यवाद। मुझे खुशी है कि मैं आपकी क्वेरी का समाधान कर सका। हम लंबे और सफल जुड़ाव की आशा करते हैं। आगे एक महान दिन हो।,3,2
5GB, 5GB,0,0
Hello, नमस्ते,2,0
hai, हाय,2,0
yes sir..i need one help,हाँ सर..मुझे एक मदद चाहिए,2,0
OK, ठीक है,2,0
no thanks," जी नहीं, धन्यवाद",3,1
"Fantastic! I'd like to inform you that, I've confirmed your new 10 GB cable connection at your city and our executives will reach you within 2-3 days for the installation. Is there anything else that I may help you with?"," ज़बरदस्त! मैं आपको सूचित करना चाहता हूं कि, मैंने आपके शहर में आपके नए 10 जीबी केबल कनेक्शन की पुष्टि कर दी है और हमारे अधिकारी इंस्टॉलेशन के लिए 2-3 दिनों के भीतर आप तक पहुंच जाएंगे। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,2
i want new connection, मुझे नया कनेक्शन चाहिए,1,0
I'd also require the last 4 digits of your SSN?, मुझे आपके SSN के अंतिम 4 अंक भी चाहिए होंगे?,1,0
Great! Could you help me with the zip code of Athens please?, महान! क्या आप कृपया एथेंस के ज़िप कोड के साथ मेरी मदद कर सकते हैं?,3,2
HI, नमस्ते,2,0
"Perfect! May I know which data plan would you prefer, 1Gb or 5Gb or 10Gb?"," उत्तम! क्या मैं जान सकता हूँ कि आप कौन सा डेटा प्लान पसंद करेंगे, 1Gb या 5Gb या 10Gb?",3,2
"You are always welcome. Thank you for giving us an opportunity to serve you. For any query, please feel free to reach out to us anytime. We are always here to help our valuable customers."," आपका हमेशा स्वागत है। हमें आपकी सेवा करने का अवसर देने के लिए धन्यवाद। किसी भी प्रश्न के लिए, कृपया बेझिझक हमसे कभी भी संपर्क करें। हम अपने मूल्यवान ग्राहकों की मदद के लिए हमेशा यहां हैं।",3,2
Thank you for your time with us. Have a great day!, हमारे साथ समय बिताने के लिए धन्यवाद। आपका दिन अच्छा रहे!,3,2
no thanks," जी नहीं, धन्यवाद",3,1
I prefer for 5 GB data plan., मुझे 5 जीबी डेटा प्लान पसंद है।,2,0
hai, हाय,2,0
"Thank you for choosing us, I’ll be glad to assist you further. Could you please help me with the name of the city you’d want to setup the connection? "," हमें चुनने के लिए धन्यवाद, मुझे आगे आपकी सहायता करने में खुशी होगी। क्या आप कृपया मुझे उस शहर के नाम में मदद कर सकते हैं जिसे आप कनेक्शन स्थापित करना चाहते हैं?",3,2
yes, हां,2,0
okay.I Choose platinum plan., ठीक है।मैं प्लेटिनम योजना चुनता हूँ।,1,0
7.8162E+11,7.8162E+11,0,0
yes sir please help for my new cable connection,हाँ सर कृपया मेरे नए केबल कनेक्शन के लिए मदद करें,3,0
Hope we are connected?, आशा है कि हम जुड़े हुए हैं?,2,0
Thank you. Which data plan would you like to go with?, शुक्रिया। आप किस डेटा प्लान के साथ जाना चाहेंगे?,3,0
will take that, वह ले जाएगा,2,0
Great! May I please know which data plan services would you like to purchase?, महान! क्या मैं कृपया जान सकता हूँ कि आप कौन-सी डेटा योजना सेवाएँ खरीदना चाहेंगे?,3,2
Perfect!!!! I hope all my needs are cleared. Have a goodday ahead. Bye, उत्तम!!!! मुझे उम्मीद है कि मेरी सभी जरूरतें साफ हो गई हैं। आगे एक अच्छा दिन हो। अलविदा,3,2
685453,685453,0,0
I would like to get 10 GB. What is the price of this plan?, मैं 10 जीबी प्राप्त करना चाहूंगा। क्या है इस प्लान की कीमत?,2,0
Fantastic! Thank you for reaching out to us. Please do contact in case you have any other query. We are always here at your service. Have a pleasant day ahead. :), ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद। कृपया संपर्क करें यदि आपके पास कोई अन्य प्रश्न है। हम हमेशा आपकी सेवा में यहां हैं। आगे का दिन सुखद रहे। :),3,2
yes, हां,2,0
" 8AM-12PM,"," सुबह 8 बजे से दोपहर 12 बजे तक,",0,0
I would like to buy 5 GB data plan., मैं 5 जीबी डेटा प्लान खरीदना चाहूंगा।,2,0
"Hello there! Welcome to Brad Ford Web services, how may I help you today? "," नमस्ते! ब्रैड फोर्ड वेब सेवाओं में आपका स्वागत है, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Could you please help me with your home address please?, क्या आप कृपया मुझे अपने घर का पता बताने में मदद कर सकते हैं?,3,0
"Thank you for choosing us, please feel free to reach you to us for further concerns. Have an awesome day ahead!"," हमें चुनने के लिए धन्यवाद, कृपया बेझिझक आगे की चिंताओं के लिए हमसे संपर्क करें। आगे का दिन शानदार हो!",3,2
Yes, हाँ,2,0
"Thank you! Since you've mentioned you would like to go ahead with the internet service, we have three packages to offer since you are our new customer and they are (1GB, 5 GB, 10 GB) which are $5, $10 and $20 respectively. So now could you please go ahead and choose a package for yourself?","आपको धन्यवाद! चूंकि आपने उल्लेख किया है कि आप इंटरनेट सेवा के साथ आगे बढ़ना चाहते हैं, हमारे पास पेश करने के लिए तीन पैकेज हैं क्योंकि आप हमारे नए ग्राहक हैं और वे हैं (1GB, 5GB, 10GB) जो क्रमशः $5, $10 और $20 हैं। तो क्या अब आप कृपया आगे बढ़ सकते हैं और अपने लिए एक पैकेज चुन सकते हैं?",3,0
Perfect! I'll confirm the plan of 10 GB for internet service. Is there anything I might help you with?, उत्तम! मैं इंटरनेट सेवा के लिए 10 जीबी की योजना की पुष्टि करूंगा। क्या कोई ऐसी चीज है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
My full name is mani  and  account number is 325741021201452, मेरा पूरा नाम मणि है और खाता संख्या 325741021201452,1,0
I would like to go for an Internet connection, मैं एक इंटरनेट कनेक्शन के लिए जाना चाहूंगा,2,0
Hello and welcome to universal cable customer care services. How may I assist you today?, नमस्ते और यूनिवर्सल केबल कस्टमर केयर सर्विसेज में आपका स्वागत है। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
canada, कनाडा,0,0
"Awesome! I'll confirm the plan for you, please give me a minute while I get this done for you. "," बहुत बढ़िया! मैं आपके लिए योजना की पुष्टि करूंगा, कृपया मुझे एक मिनट दें जब तक कि मैं आपके लिए इसे पूरा कर लूं।",3,2
I wish to have 5 GB, मेरी इच्छा है कि 5 जीबी,2,0
10 GB plan, 10 जीबी प्लान,0,0
My pleasure! May I know if there is anything else I may help you with?, मेरा सौभाग्य! क्या मैं जान सकता हूँ कि क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूँ?,3,2
"I really appreciate for staying connected. Please give us 24 hours for the installation process, our executives will reach out to you for further details. If there's any concern please feel free to visit our website www.cablemedia.com. Will there be anything else I may help you with?","मैं वास्तव में जुड़े रहने के लिए सराहना करता हूं। कृपया हमें स्थापना प्रक्रिया के लिए 24 घंटे का समय दें, हमारे अधिकारी अधिक जानकारी के लिए आप तक पहुंचेंगे। अगर कोई चिंता है तो कृपया बेझिझक हमारी वेबसाइट www.cablemedia.com पर जाएं। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",3,2
