ENG_utterances,HIN_utterances,politeness,sentiment
"And, could you please help me with your preferred date of journey?"," और, क्या आप कृपया अपनी पसंदीदा यात्रा की तारीख में मेरी मदद कर सकते हैं?",3,0
OK THANK YOU, ठीक है धन्यवाद,3,2
"Alright, Would you please be clear?"," ठीक है, क्या आप कृपया स्पष्ट करेंगे?",3,0
A4G4F3, A4G4F3,0,0
"""Book"" a plane ticket"," ""बुक"" एक हवाई जहाज का टिकट",2,0
Hi Good Morning Jesse., हाय गुड मॉर्निंग जेसी।,3,0
I hope we are still connected?, मुझे आशा है कि हम अभी भी जुड़े हुए हैं?,2,0
Nice to meet you. Could you please help em with the booking confirmation number?, आप से मिलकर अच्छा लगा। क्या आप कृपया बुकिंग पुष्टिकरण संख्या के साथ उनकी मदद कर सकते हैं?,3,2
Hello! Welcome to Air USA! How may I help you today?, नमस्ते! एयर यूएसए में आपका स्वागत है! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
Hi Taylor I want my boarding pass to be sent to my email address,हाय टेलर मैं चाहता हूं कि मेरा बोर्डिंग पास मेरे ईमेल पते पर भेजा जाए,3,0
Nope, नहीं,1,0
"Awesome! Here's what I've done as per your request, I changed your seat to middle and your new seat number will be J1. Hope that will be comfortable for you."," बहुत बढ़िया! यहाँ मैंने आपके अनुरोध के अनुसार क्या किया है, मैंने आपकी सीट को बीच में बदल दिया है और आपकी नई सीट संख्या J1 होगी। आशा है कि यह आपके लिए सुविधाजनक होगा।",3,2
hello?, नमस्ते?,3,0
HELLO, नमस्ते,2,0
Good bye!, अलविदा!,3,0
Alright! As I've checked here on 28/7/2018 we have American airlines and British Airways operating which one you would prefer?," ठीक है! जैसा कि मैंने 28/7/2018 को यहां जांच की है, हमारे पास अमेरिकी एयरलाइंस और ब्रिटिश एयरवेज का संचालन है, जिसे आप पसंद करेंगे?",3,0
oh no my email id is krutima2@ols.com, अरे नहीं मेरी ईमेल आईडी krutima2@ols.com है,2,0
no thanks," जी नहीं, धन्यवाद",3,1
j58g26, j58g26,0,0
Fantastic! Thank you for reaching out to us. Have a great journey. Bye., ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद। शानदार यात्रा करें। अलविदा।,3,2
Do you want to know the seat number?, क्या आप सीट नंबर जानना चाहते हैं?,2,0
Hello! You've been connected to StarAirwyas. How may I assist you?, नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
Oh.. superb sir., ओह.. शानदार सर।,2,2
"Welcome to High flying customer service! You're connected to our customer associate! Good morning! My name is Sam, How may I help you?"," उच्च उड़ान ग्राहक सेवा में आपका स्वागत है! आप हमारे ग्राहक सहयोगी से जुड़े हुए हैं! सुबह बख़ैर! मेरा नाम सैम है, मैं आपकी कैसे मदद कर सकता हूँ?",3,2
"no, thats all. thank you so much.", नहीं यही काफ़ी है। आपका बहुत-बहुत धन्यवाद।,3,0
"Good news! I've emailed your boarding pass, you can download and document. Is there anything else I may help you with?"," खुशखबरी! मैंने आपका बोर्डिंग पास ईमेल कर दिया है, आप डाउनलोड कर सकते हैं और दस्तावेज़ बना सकते हैं। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,2
"That's okay, May I know which mode you would prefer the most?","कोई बात नहीं, क्या मैं जान सकता हूँ कि आप किस विधा को सबसे अधिक पसंद करेंगे?",3,0
Surely, निश्चित रूप से,2,0
"Los Angeles, Hawaii "," लॉस एंजिल्स, हवाई",0,0
,,0,0
"Nothing else, Thank you for your information. Have a nice day to chat with you. "," और कुछ नहीं, आपकी जानकारी के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
"Sure! I'll help you in getting that done. May I know the departure and arrival cities?
", ज़रूर! इसे पूरा करने में मैं आपकी मदद करूंगा। क्या मैं प्रस्थान और आगमन शहरों को जान सकता हूँ?,3,0
I WANTS TO BOOK A TICKET FLIGHT, मैं एक टिकट उड़ान बुक करना चाहता हूँ,1,0
hello jesse, नमस्ते जेसी,3,0
ok, ठीक है,2,0
"Alright! We have economy, business class available, which one would you prefer?"," ठीक है! हमारे पास इकोनॉमी, बिजनेस क्लास उपलब्ध है, आप किसे पसंद करेंगे?",3,0
I am not comfortable with window seat., मैं विंडो सीट को लेकर सहज नहीं हूं।,2,1
NOTHING ELSE, और कुछ नहीं,2,0
hai, हाय,2,0
nothing else, और कुछ नहीं,1,0
sure. my last name is jerome, ज़रूर। मेरा अंतिम नाम जेरोम है,2,0
yes sir..i want to need your help sir, हाँ सर..मुझे आपकी मदद चाहिए सर,2,0
maruthupandi007@gmail.com, maruthupandi007@gmail.com,0,0
"I really appreciate for your patience, there's L3 (Window) seat assigned to you. "," मैं वास्तव में आपके धैर्य की सराहना करता हूं, आपको एल3 (विंडो) सीट सौंपी गई है।",3,2
"Sure! No problem, We allow our customers to change the seats according to their comfort. I've changed yours seat, and your seat number is D5. "," ज़रूर! कोई बात नहीं, हम अपने ग्राहकों को उनकी सुविधा के अनुसार सीट बदलने की अनुमति देते हैं। मैंने आपकी सीट बदल दी है, और आपकी सीट का नंबर D5 है।",3,0
o, हे,0,0
middle*, मध्यम*,0,0
"Thank You! May I also know the 6 chartered booking confirmation number?
", धन्यवाद! क्या मैं 6 चार्टर्ड बुकिंग पुष्टिकरण संख्या भी जान सकता हूँ?,3,0
Great! Would there be anything else that I may help you with?',महान! क्या और कुछ होगा जिसमें मैं आपकी सहायता कर सकूं?',3,2
check my seat assignment, मेरी सीट असाइनमेंट की जाँच करें,2,0
"Good morning! You've reached Alliance Airways Customer service, how may I help you?  "," सुबह बख़ैर! आप एलायंस एयरवेज ग्राहक सेवा तक पहुँच चुके हैं, मैं आपकी कैसे मदद कर सकता हूँ?",3,0
Hello! I hope we're still connected., नमस्ते! मुझे आशा है कि हम अभी भी जुड़े हुए हैं।,3,0
Oh! Okay! Absolutely I'll assist you and check your seat assignment right away! May I know your full name please?, ओह! ठीक! बिल्कुल मैं आपकी सहायता करूँगा और तुरंत आपके सीट असाइनमेंट की जाँच करूँगा! क्या मैं आपका पूरा नाम जान सकता हूँ?,3,0
"Sure! I'll help you in getting that done. May I know the departure and arrival cities?
", ज़रूर! इसे पूरा करने में मैं आपकी मदद करूंगा। क्या मैं प्रस्थान और आगमन शहरों को जान सकता हूँ?,3,0
NO THANK YOU, नहीं धन्यवाद,3,1
hai, हाय,2,0
my confirmation no asa563, मेरी पुष्टि संख्या asa563,1,0
I want to book a ticket, मुझे टिकट बुक करना है,1,0
"Fantastic! Here's your seat number K17 which is a middle seat, Is that okay for you?"," ज़बरदस्त! ये रहा आपकी सीट नंबर K17 जो बीच की सीट है, क्या यह आपके लिए ठीक है?",3,2
juli confirmation number ju87ih, जूली पुष्टिकरण संख्या ju87ih,0,0
"You're welcome, will there be anything else I may assist you with?"," आपका स्वागत है, क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?",2,2
Lets go with Delta, चलो डेल्टा के साथ चलते हैं,0,0
Okay! May I know the preferred date of your travel?, ठीक! क्या मैं आपकी यात्रा की पसंदीदा तारीख जान सकता हूँ?,2,0
"I wanna get my boarding pass, can you please help me"," मुझे अपना बोर्डिंग पास बनवाना है, क्या आप मेरी मदद कर सकते हैं",3,0
i went to know my sent no, मुझे मेरे भेजे गए नंबर का पता चला,2,1
"Perfect! I see that there is an early morning flight operated by Emirates EA112 at a cost of $230. It departs at 7:AM and arrives at 11:30AM.
", उत्तम! मैं देखता हूं कि एमिरेट्स ईए112 द्वारा $230 की लागत से संचालित एक सुबह की उड़ान है। यह सुबह 7 बजे छूटती है और 11:30 बजे आती है।,2,2
Hello, नमस्ते,3,0
no need thank for your help,आपकी मदद के लिए धन्यवाद की आवश्यकता नहीं है,3,0
Thank you for choosing Divehigh Airways. We look forward to host you., डाइवहाई एयरवेज चुनने के लिए धन्यवाद। हम आपकी मेजबानी के लिए तत्पर हैं।,3,2
"Perfect! I'll also need your email address, would you please help me with it?"," उत्तम! मुझे आपके ईमेल पते की भी आवश्यकता होगी, क्या आप इसमें मेरी सहायता करेंगे?",3,2
Hi buddy ..Good morning.I want travel to Delhi to chennai on september 9th ..Can you send the fare details for under 300$?.Can you help me?, नमस्ते दोस्त..सुप्रभात।मैं 9 सितंबर को दिल्ली से चेन्नई की यात्रा करना चाहता हूं ..क्या आप 300 डॉलर से कम के किराए का विवरण भेज सकते हैं? क्या आप मेरी मदद कर सकते हैं?,3,0
"john,john158@gmail.com"," जॉन,john158@gmail.com",1,0
Sure! We are here to assist you in the best possible way! Could you please help me with your departure city and the destination city?, ज़रूर! हम यहां आपकी सर्वोत्तम संभव तरीके से सहायता करने के लिए हैं! क्या आप कृपया मुझे अपने प्रस्थान शहर और गंतव्य शहर में मदद कर सकते हैं?,3,2
"Sure! May I know your last name?
", ज़रूर! क्या मैं आपका अंतिम नाम जान सकता हूँ?,2,0
Perfect! May I please know your email address?, उत्तम! क्या मैं आपका ईमेल पता जान सकता हूँ?,3,2
"Hello there, how may I assist you today?
"," नमस्ते, मैं आज आपकी कैसे सहायता कर सकता हूँ?",3,0
It was a pleasure to assist you today. Thank you for reaching out to us. Have a great flight!, आज आपकी सहायता करके खुशी हुई। हमसे संपर्क की पहल के लिए आपका धन्यवाद। एक अच्छी उड़ान लो!,3,2
Sure thing! I'll be happy to help you with that. Could you please help me with your last name and your booking confirmation number?, अवश्य! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या आप कृपया अपने अंतिम नाम और अपनी बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
"Sure, its Jim Adams.  My email is Jim.Adams7654@gmail.com"," ज़रूर, इसके जिम एडम्स। मेरा ईमेल है जिम.एडम्स7654@gmail.com",2,0
Thank you for staying on hold. I see there is a window seat available in the third row and the seat number is C3. Are you fine with that?,रुके रहने के लिए धन्यवाद। मैंने देखा कि तीसरी पंक्ति में एक विंडो सीट उपलब्ध है और सीट संख्या C3 है। क्या आप इससे ठीक हैं?,3,0
Wonderful! Please feel free to reach out to us for further queries. Have an amazing journey. Bye., अद्भुत! कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। एक अद्भुत यात्रा करें। अलविदा।,3,2
Absolutely! Could you please help me with your Name and booking confirmation number?, बिल्कुल! क्या आप कृपया अपने नाम और बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
my email address is iamalwayshere@mail.com, मेरा ईमेल पता iamalwayshere@mail.com है,1,0
yes I confirm," हां, मैं पुष्टि करता हूं",2,0
OK, ठीक है,2,0
YE832O, YE832O,0,0
Thank you for staying on hold. I appreciate your patience. Your seat number is E1 and it is a window seat. Is there anything else I might help you with?, रुके रहने के लिए धन्यवाद। मैं आपके धैर्य की सराहना करता हूँ। आपकी सीट का नंबर E1 है और यह विंडो सीट है। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
"Belen Cortez
", बेलेन कॉर्टेज़,0,0
Hello! You've been connected to StarAirwyas. How may I assist you?, नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
A very good morning! You've reached the Moon Airways customer service. How may I help you today?, एक बहुत अच्छी सुबह! आप मून एयरवेज ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
yu7gf0, yu7gf0,0,0
"I forgot a confirmation number was sent to my email address, here is the number for you:123456785"," मैं भूल गया था कि मेरे ईमेल पते पर एक पुष्टिकरण नंबर भेजा गया था, यहां आपके लिए नंबर है:123456785",2,0
"Hello, you've reached Sky Travels. How may I help you today?"," नमस्कार, आप स्काई ट्रेवल्स में पहुंच गए हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?",3,0
hi, नमस्ते,2,0
Awesome! I've reserved the ticket for you. Could you please help me out with your email address for the confirmation link to be sent to you?,बहुत बढ़िया! मैंने आपके लिए टिकट आरक्षित कर दिया है। क्या आप कृपया अपने ईमेल पते के साथ मेरी मदद कर सकते हैं ताकि आपको पुष्टिकरण लिंक भेजा जा सके?,3,2
"Angel Pugh
", एंजेल पुघे,0,0
bala, बाला,0,0
sure, ज़रूर,2,0
Thanks! I'd like to inform you that the confirmation link has been sent to your email address., धन्यवाद! मैं आपको सूचित करना चाहता हूं कि पुष्टिकरण लिंक आपके ईमेल पते पर भेज दिया गया है।,3,0
Sure! May I also know the date you'd like to travel?, ज़रूर! क्या मैं यह भी जान सकता हूँ कि आप किस तारीख की यात्रा करना चाहते हैं?,3,0
"You're welcome, is there anything else I could help you with?"," आपका स्वागत है, क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूँ?",3,2
my seat assignment, मेरी सीट असाइनमेंट,1,0
hi, नमस्ते,2,0
Morning works best for me, सुबह मेरे लिए सबसे अच्छा काम करती है,2,0
Hello! Welcome to Sky High Travels! How may I help you?, नमस्ते! स्काई हाई ट्रेवल्स में आपका स्वागत है! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
Are we connected?, क्या हम जुड़े हुए हैं?,0,0
Anyways to change it to Window seat Charlie.. I love to travel in that seat., वैसे भी इसे विंडो सीट चार्ली में बदलने के लिए .. मुझे उस सीट पर यात्रा करना अच्छा लगता है।,1,2
For sure! Kindly give me a minute., पक्का! कृपया मुझे एक मिनट दें।,2,0
9d, 9डी,0,0
hi, नमस्ते,2,0
my booking confirmation number is 7830bk, मेरी बुकिंग पुष्टिकरण संख्या 7830bk . है,1,0
CHECK MY SEAT, मेरी सीट जांचें,0,0
"Hello there! Sky high customer services, How may I help you today?"," नमस्ते! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
"Amazing! Thanks for waiting so patiently, Guess what? I spoke to my team and they'll send you an email, please check your inbox. you'll receive the email within 10 minutes However, if you didn't receive the email. let me know I'll resend it. I hope that is useful?","अद्भुत! इतने धैर्यपूर्वक प्रतीक्षा करने के लिए धन्यवाद, क्या लगता है? मैंने अपनी टीम से बात की और वे आपको एक ईमेल भेजेंगे, कृपया अपना इनबॉक्स देखें। आपको 10 मिनट के भीतर ईमेल प्राप्त होगा हालांकि, यदि आपको ईमेल प्राप्त नहीं हुआ है। मुझे बताएं कि मैं इसे फिर से भेजूंगा। मुझे आशा है कि यह उपयोगी है?",3,2
No more queries Spencer..thanks for your assistance.. Have a fantastic day ahead... Good bye., कोई और प्रश्न नहीं स्पेंसर..आपकी सहायता के लिए धन्यवाद..आगे एक शानदार दिन... अलविदा।,3,2
Hello! Good morning. You've reached LMT Airways. How may I assist you today?, नमस्ते! सुबह बख़ैर। आप एलएमटी एयरवेज पहुंच गए हैं। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
OK SURE, यकीनन ठीक,2,2
ok thanks, ठीक है धन्यवाद,3,0
OK, ठीक है,2,0
You're welcome! May I confirm if all your questions have been answered for the day?, आपका स्वागत है! क्या मैं पुष्टि कर सकता हूँ कि क्या उस दिन के लिए आपके सभी प्रश्नों का उत्तर दे दिया गया है?,3,2
Emirates is ok, अमीरात ठीक है,2,0
"I'm glad that was helpful, thank you for reaching out to us. Have a great day ahead and happy traveling! "," मुझे खुशी है कि यह मददगार था, हमसे संपर्क करने के लिए धन्यवाद। आगे का दिन अच्छा हो और यात्रा सुखद हो!",3,2
nothing else.., और कुछ नहीं..,2,0
Hey there! Good morning. You're connected to LMT Airways. How may I help you?, सुनो! सुबह बख़ैर। आप एलएमटी एयरवेज से जुड़े हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
A very good morning! You've reached the Moon Airways customer service. How may I help you today?, एक बहुत अच्छी सुबह! आप मून एयरवेज ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
"Hello there, Good morning! I'd be glad to assist you! "," नमस्ते वहाँ, सुप्रभात! मुझे आपकी सहायता करने में खुशी होगी!",3,2
I'll do that for you right away. May I know your full name and the booking confirmation number?, मैं आपके लिए यह तुरंत करूँगा। क्या मैं आपका पूरा नाम और बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,0
Great! May I confirm if all your questions have been answered for the day?,महान! क्या मैं पुष्टि कर सकता हूँ कि क्या उस दिन के लिए आपके सभी प्रश्नों का उत्तर दे दिया गया है?,3,2
"Thank you! The seat number allotted to you is 25A. It's a window seat.
'", आपको धन्यवाद! आपको आवंटित सीट संख्या 25A है। यह एक विंडो सीट है। ',3,0
Yes! Okay! I'll surely help you out and check your seat on your behalf! May I know your full name please?, हाँ! ठीक! मैं निश्चित रूप से आपकी मदद करूँगा और आपकी ओर से आपकी सीट की जाँच करूँगा! क्या मैं आपका पूरा नाम जान सकता हूँ?,2,0
hello, नमस्ते,2,0
" There's also another window seat, it's k78. "," एक और विंडो सीट भी है, यह k78 है।",2,0
"Awesome! I've sent your boarding to your  contact number, Is that okay?"," बहुत बढ़िया! मैंने आपका बोर्डिंग आपके संपर्क नंबर पर भेज दिया है, क्या यह ठीक है?",3,2
Fantastic! May I know your name and the email address please?, ज़बरदस्त! क्या मैं आपका नाम और ईमेल पता कृपया जान सकता हूँ?,3,2
ok, ठीक है,2,0
hello drew, हैलो आकर्षित,3,0
willington to singapore, विलिंगटन से सिंगापुर,0,0
Alright! Could you please let me know the number of people travelling?, ठीक है! क्या आप कृपया मुझे यात्रा करने वाले लोगों की संख्या बता सकते हैं?,3,0
"Good morning! You've reached Alliance Indian Airlines, how may I help you today?"," सुबह बख़ैर! आप एलायंस इंडियन एयरलाइंस पहुंच गए हैं, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Please confirm it Riley.. Now I am much happy about it, कृपया इसकी पुष्टि करें रिले.. अब मैं इसके बारे में बहुत खुश हूं,2,2
martina@gmail.com, मार्टिना@gmail.com,0,0
I WANT seat assignment, मुझे सीट असाइनमेंट चाहिए,1,0
HAI, हाई,2,0
"Sure! For the boarding pass, I'd require your phone number or email address. Could you please help me with that?"," ज़रूर! बोर्डिंग पास के लिए, मुझे आपका फ़ोन नंबर या ईमेल पता चाहिए। क्या आप कृपया इसमें मेरी मदद कर सकते हैं?",3,0
Do you arrange to me, क्या आप मेरी व्यवस्था करते हैं,0,0
Hai drew.., हाई ड्रा..,2,0
"Thanks for waiting, I've checked there is a window seat available which is 12A should I go ahead and confirm it for you?","प्रतीक्षा करने के लिए धन्यवाद, मैंने जाँच की है कि एक विंडो सीट उपलब्ध है जो 12A है क्या मुझे आगे जाकर आपके लिए इसकी पुष्टि करनी चाहिए?",3,0
"Amazing! I've checked with my resources, your seat number is Y45 and it is a window seat. I hope that will be helpful?"," अद्भुत! मैंने अपने संसाधनों से जाँच की है, आपकी सीट संख्या Y45 है और यह एक विंडो सीट है। मुझे आशा है कि यह मददगार होगा?",3,2
3 Persons., 3 व्यक्ति।,0,0
no thanks," जी नहीं, धन्यवाद",3,1
"Noted! I'll take the price range into consideration, As I have checked here, there are two flights operating on Sept 10th, We have American airlines and British airlines. May I know which one you would prefer?"," विख्यात! मैं मूल्य सीमा को ध्यान में रखूंगा, जैसा कि मैंने यहां जांच की है, 10 सितंबर को दो उड़ानें चल रही हैं, हमारे पास अमेरिकी एयरलाइंस और ब्रिटिश एयरलाइंस हैं। क्या मैं जान सकता हूँ कि आप किसे पसंद करेंगे?",3,0
Awesome! Could you please help me with your seat number?, बहुत बढ़िया! क्या आप कृपया मुझे अपने सीट नंबर के साथ मदद कर सकते हैं?,3,2
"Done. Your new seat number is 24A. Which is an aisle seat.
", पूर्ण। आपका नया सीट नंबर 24A है। जो एक गलियारा सीट है।,2,0
"Hi, I want to know my seat assignment"," नमस्ते, मुझे अपना सीट असाइनमेंट जानना है",3,0
2Y1100 ??, 2Y1100 ??,0,0
"Fantastic! Thank you for reaching out to us! I hope you are satisfied with my service! Hope you have a great time on the flight, Have a great day ahead! Goodbye :)"," ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद! मुझे आशा है कि आप मेरी सेवा से संतुष्ट हैं! आशा है कि आपके पास उड़ान पर एक अच्छा समय है, आगे एक अच्छा दिन है! अलविदा :)",3,2
"Nothing else, Thank you for your information. Have a nice day to chat with you. "," और कुछ नहीं, आपकी जानकारी के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
that's all. thank you., बस इतना ही। शुक्रिया।,3,0
Perfect! Please allow me a moment to process your request., उत्तम! कृपया मुझे आपके अनुरोध को संसाधित करने के लिए कुछ समय दें।,3,2
Hi! I'd like to get my boarding pass sent to me please., नमस्ते! मैं अपना बोर्डिंग पास कृपया मुझे भेजना चाहता हूं।,3,0
Hello! You've been connected to StarAirways customer service!,नमस्ते! आप StarAirways ग्राहक सेवा से जुड़ चुके हैं!,2,0
OK, ठीक है,2,0
I also need my boarding pass.Can you send it?, मुझे अपना बोर्डिंग पास भी चाहिए।क्या आप भेज सकते हैं?,3,0
"okay, Thanks a lot. Is there anything else I may help you with?"," ठीक है, बहुत बहुत धन्यवाद। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,2
yes ok, हाँ ठीक है,2,0
Awesome! Could you please share your booking confirmation number?, बहुत बढ़िया! क्या आप कृपया अपनी बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?,3,2
"You're welcome, thank you for reaching out to us. Have a great day ahead and happy traveling!"," आपका स्वागत है, हमसे संपर्क करने के लिए धन्यवाद। आगे का दिन अच्छा हो और यात्रा सुखद हो!",3,2
"Cool! Good news! As per your request, I've changed your seat, Your new seat number is S19 and it is window seat. I hope you enjoy the view."," ठंडा! खुशखबरी! आपके अनुरोध के अनुसार, मैंने आपकी सीट बदल दी है, आपकी नई सीट संख्या S19 है और यह विंडो सीट है। मुझे आशा है कि आप दृश्य का आनंद लेंगे।",3,2
Awesome! I'd be glad to help you. May I know the departure and the arrival cities please?, बहुत बढ़िया! मुझे आपकी मदद करने में खुशी होगी। क्या मैं कृपया प्रस्थान और आगमन शहरों को जान सकता हूँ?,3,2
"Sure! May I know your last name?
", ज़रूर! क्या मैं आपका अंतिम नाम जान सकता हूँ?,2,0
